"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.658406094E0,-3.407287598E-2,2.546539307E-1,-2.636230469E0,2.648720572E0
2.662373379E0,-3.407287598E-2,2.610473633E-1,-2.638366699E0,2.651468560E0
2.666340665E0,-3.088378906E-2,2.663726807E-1,-2.643692017E0,2.657257175E0
2.670307950E0,-2.767944336E-2,2.674407959E-1,-2.645828247E0,2.659454426E0
2.674275235E0,-3.088378906E-2,2.695770264E-1,-2.650085449E0,2.663940403E0
2.678242520E0,-3.088378906E-2,2.706451416E-1,-2.652221680E0,2.666173745E0
2.682209805E0,-2.981567383E-2,2.738342285E-1,-2.656478882E0,2.670721664E0
2.686177090E0,-3.088378906E-2,2.759704590E-1,-2.661804199E0,2.676250193E0
2.690144376E0,-3.193664551E-2,2.749023438E-1,-2.663940430E0,2.678277406E0
2.694142178E0,-3.407287598E-2,2.749023438E-1,-2.669265747E0,2.683600546E0
2.698109463E0,-3.193664551E-2,2.770233154E-1,-2.670318604E0,2.684839532E0
2.702076749E0,-3.193664551E-2,2.780914307E-1,-2.673522949E0,2.688136855E0
2.706044034E0,-3.300476074E-2,2.738342285E-1,-2.677780151E0,2.691947443E0
2.710011319E0,-3.088378906E-2,2.706451416E-1,-2.682037354E0,2.695835115E0
2.713978604E0,-3.193664551E-2,2.695770264E-1,-2.687362671E0,2.701038661E0
2.717945889E0,-3.407287598E-2,2.706451416E-1,-2.692703247E0,2.706484903E0
2.721913174E0,-3.514099121E-2,2.727661133E-1,-2.694824219E0,2.708821480E0
2.725910977E0,-3.300476074E-2,2.706451416E-1,-2.699081421E0,2.712817470E0
2.729878262E0,-3.193664551E-2,2.663726807E-1,-2.705474854E0,2.718743926E0
2.733845547E0,-3.193664551E-2,2.653045654E-1,-2.710800171E0,2.723939065E0
2.737812833E0,-3.407287598E-2,2.674407959E-1,-2.715072632E0,2.728425358E0
2.741780118E0,-3.300476074E-2,2.706451416E-1,-2.717193604E0,2.730838550E0
2.745747403E0,-3.407287598E-2,2.738342285E-1,-2.722518921E0,2.736467690E0
2.749714688E0,-3.193664551E-2,2.695770264E-1,-2.727844238E0,2.741318280E0
2.753681973E0,-3.088378906E-2,2.642517090E-1,-2.728912354E0,2.741850727E0
2.757649258E0,-3.088378906E-2,2.674407959E-1,-2.733169556E0,2.746396586E0
2.761647061E0,-3.088378906E-2,2.716979980E-1,-2.736373901E0,2.750002862E0
2.765614346E0,-2.981567383E-2,2.716979980E-1,-2.739562988E0,2.753164387E0
2.769581631E0,-2.661132812E-2,2.706451416E-1,-2.742767334E0,2.756216538E0
2.773548917E0,-2.874755859E-2,2.716979980E-1,-2.745956421E0,2.759514974E0
2.777516202E0,-3.193664551E-2,2.749023438E-1,-2.749160767E0,2.763055585E0
2.781483487E0,-3.088378906E-2,2.780914307E-1,-2.752349854E0,2.766535445E0
2.785450772E0,-2.981567383E-2,2.770233154E-1,-2.756607056E0,2.770652153E0
2.789418057E0,-2.661132812E-2,2.770233154E-1,-2.757675171E0,2.771682238E0
2.793385342E0,-2.874755859E-2,2.802276611E-1,-2.761932373E0,2.776260866E0
2.797383145E0,-3.088378906E-2,2.855529785E-1,-2.764068604E0,2.778951161E0
2.801350430E0,-2.874755859E-2,2.855529785E-1,-2.766204834E0,2.781053058E0
2.805348233E0,-2.981567383E-2,2.812957764E-1,-2.769393921E0,2.783802970E0
2.809285001E0,-3.088378906E-2,2.812957764E-1,-2.773651123E0,2.788049798E0
2.813252286E0,-3.088378906E-2,2.844848633E-1,-2.775787354E0,2.790498321E0
2.817219571E0,-2.981567383E-2,2.855529785E-1,-2.780044556E0,2.794830444E0
2.821186856E0,-3.300476074E-2,2.866210938E-1,-2.785369873E0,2.800272539E0
2.825154141E0,-2.981567383E-2,2.823486328E-1,-2.788574219E0,2.802990528E0
2.829151944E0,-3.193664551E-2,2.834167480E-1,-2.792831421E0,2.807356826E0
2.833119229E0,-3.193664551E-2,2.823486328E-1,-2.798156738E0,2.812547214E0
2.837086514E0,-3.193664551E-2,2.823486328E-1,-2.802413940E0,2.816782667E0
2.841053799E0,-3.193664551E-2,2.855529785E-1,-2.805618286E0,2.820293322E0
2.845021085E0,-3.193664551E-2,2.844848633E-1,-2.809875488E0,2.824420621E0
2.849018887E0,-3.193664551E-2,2.812957764E-1,-2.814132690E0,2.828336978E0
2.853016690E0,-3.193664551E-2,2.823486328E-1,-2.817337036E0,2.831630039E0
2.856953458E0,-3.514099121E-2,2.823486328E-1,-2.823730469E0,2.838029140E0
2.860920743E0,-3.407287598E-2,2.802276611E-1,-2.829055786E0,2.843104842E0
2.864888028E0,-3.088378906E-2,2.802276611E-1,-2.830108643E0,2.844116080E0
2.868885831E0,-3.088378906E-2,2.823486328E-1,-2.836502075E0,2.850687388E0
2.872853116E0,-3.300476074E-2,2.823486328E-1,-2.838638306E0,2.852836745E0
2.876789883E0,-3.088378906E-2,2.834167480E-1,-2.842895508E0,2.857154831E0
2.880757169E0,-3.300476074E-2,2.834167480E-1,-2.845031738E0,2.859304104E0
2.884724454E0,-3.193664551E-2,2.780914307E-1,-2.852478027E0,2.866179633E0
2.888722256E0,-3.088378906E-2,2.812957764E-1,-2.854614258E0,2.868606575E0
2.892689542E0,-3.193664551E-2,2.855529785E-1,-2.857818604E0,2.872226945E0
2.896656827E0,-3.300476074E-2,2.876892090E-1,-2.859939575E0,2.874562361E0
2.900624112E0,-3.407287598E-2,2.876892090E-1,-2.864196777E0,2.878810383E0
2.904591397E0,-3.514099121E-2,2.844848633E-1,-2.865264893E0,2.879567577E0
2.908558682E0,-3.193664551E-2,2.834167480E-1,-2.870590210E0,2.884724104E0
2.912525967E0,-3.407287598E-2,2.855529785E-1,-2.872726440E0,2.887084804E0
2.916493253E0,-3.300476074E-2,2.876892090E-1,-2.874862671E0,2.889409935E0
2.920460538E0,-3.514099121E-2,2.908782959E-1,-2.875915527E0,2.890801825E0
2.924458340E0,-3.514099121E-2,2.908782959E-1,-2.881240845E0,2.896099770E0
2.928425626E0,-3.620910645E-2,2.908782959E-1,-2.882308960E0,2.897175560E0
2.932392911E0,-3.620910645E-2,2.898101807E-1,-2.886581421E0,2.901319241E0
2.936360196E0,-3.407287598E-2,2.930145264E-1,-2.888702393E0,2.903725191E0
2.940327481E0,-3.300476074E-2,2.930145264E-1,-2.891906738E0,2.906900654E0
2.944294766E0,-3.620910645E-2,2.962036133E-1,-2.895095825E0,2.910434249E0
2.948262051E0,-3.726196289E-2,2.962036133E-1,-2.897232056E0,2.912572509E0
2.952229337E0,-3.726196289E-2,2.930145264E-1,-2.900421143E0,2.915422572E0
2.956196622E0,-3.514099121E-2,2.919464111E-1,-2.903625488E0,2.918477098E0
2.960194424E0,-3.514099121E-2,2.919464111E-1,-2.907882690E0,2.922712668E0
2.964161710E0,-3.407287598E-2,2.930145264E-1,-2.908950806E0,2.923869570E0
2.968128995E0,-3.726196289E-2,2.962036133E-1,-2.911071777E0,2.926339681E0
2.972096280E0,-3.620910645E-2,2.972717285E-1,-2.915328979E0,2.930669657E0
2.976063565E0,-3.407287598E-2,2.951354980E-1,-2.919601440E0,2.934678601E0
2.980030850E0,-3.300476074E-2,2.908782959E-1,-2.921722412E0,2.936351708E0
2.983998135E0,-3.193664551E-2,2.908782959E-1,-2.922790527E0,2.937402696E0
2.987995938E0,-3.407287598E-2,2.940673828E-1,-2.927047729E0,2.941979775E0
2.991963223E0,-3.620910645E-2,2.962036133E-1,-2.929183960E0,2.944344808E0
2.995930508E0,-3.300476074E-2,2.962036133E-1,-2.931320190E0,2.946432411E0
2.999897794E0,-3.514099121E-2,2.919464111E-1,-2.934509277E0,2.949205367E0
3.003865079E0,-3.193664551E-2,2.887420654E-1,-2.938766479E0,2.953089967E0
3.007832364E0,-3.088378906E-2,2.919464111E-1,-2.940902710E0,2.955519458E0
3.011799649E0,-3.193664551E-2,2.930145264E-1,-2.944091797E0,2.958809553E0
3.015766934E0,-3.300476074E-2,2.962036133E-1,-2.946228027E0,2.961264170E0
3.019734219E0,-3.514099121E-2,2.972717285E-1,-2.948364258E0,2.963521076E0
3.023732022E0,-3.300476074E-2,2.962036133E-1,-2.952621460E0,2.967625209E0
3.027699307E0,-3.514099121E-2,2.951354980E-1,-2.955810547E0,2.970716385E0
3.031666592E0,-3.088378906E-2,2.962036133E-1,-2.956878662E0,2.971838120E0
3.035633878E0,-2.981567383E-2,2.972717285E-1,-2.960083008E0,2.975121992E0
3.039601163E0,-3.193664551E-2,3.004608154E-1,-2.962203979E0,2.977574360E0
3.043568448E0,-3.620910645E-2,2.983398438E-1,-2.964340210E0,2.979535306E0
3.047566251E0,-3.620910645E-2,2.983398438E-1,-2.965408325E0,2.980597976E0
3.051533536E0,-3.514099121E-2,2.993927002E-1,-2.967529297E0,2.982800866E0
3.055500821E0,-3.407287598E-2,2.983398438E-1,-2.968597412E0,2.983745669E0
3.059468106E0,-3.407287598E-2,3.004608154E-1,-2.970733643E0,2.986083729E0
3.063435391E0,-3.620910645E-2,3.015289307E-1,-2.972854614E0,2.988326514E0
3.067402676E0,-3.620910645E-2,3.025970459E-1,-2.974990845E0,2.990559579E0
3.071369962E0,-3.407287598E-2,3.004608154E-1,-2.978179932E0,2.993491835E0
3.075337247E0,-3.620910645E-2,2.983398438E-1,-2.979248047E0,2.994367494E0
3.079304532E0,-3.514099121E-2,2.983398438E-1,-2.979248047E0,2.994354768E0
3.083302335E0,-3.300476074E-2,3.015289307E-1,-2.981384277E0,2.996775137E0
3.087269620E0,-3.407287598E-2,3.036651611E-1,-2.983520508E0,2.999127892E0
3.091236905E0,-3.514099121E-2,3.015289307E-1,-2.986709595E0,3.002097398E0
3.095204190E0,-3.407287598E-2,3.025970459E-1,-2.985641479E0,3.001129950E0
3.099171475E0,-3.514099121E-2,2.983398438E-1,-2.989898682E0,3.004951860E0
3.103138760E0,-3.620910645E-2,2.983398438E-1,-2.989898682E0,3.004964540E0
3.107106045E0,-3.514099121E-2,2.993927002E-1,-2.992034912E0,3.007182035E0
3.111073331E0,-3.620910645E-2,3.036651611E-1,-2.993103027E0,3.008685654E0
3.115071133E0,-3.833007812E-2,3.057861328E-1,-2.994171143E0,3.009989233E0
3.119038419E0,-3.726196289E-2,3.025970459E-1,-2.997360229E0,3.012826210E0
3.123005704E0,-3.726196289E-2,3.004608154E-1,-2.997360229E0,3.012612405E0
3.126972989E0,-3.726196289E-2,2.972717285E-1,-2.997360229E0,3.012296015E0
3.130940274E0,-3.407287598E-2,2.983398438E-1,-2.999496460E0,3.014489449E0
3.134907559E0,-3.620910645E-2,3.015289307E-1,-3.000564575E0,3.015894323E0
3.138874844E0,-3.620910645E-2,3.036651611E-1,-3.003753662E0,3.019281320E0
3.142842129E0,-4.153442383E-2,3.025970459E-1,-3.003753662E0,3.019242644E0
3.146809415E0,-3.833007812E-2,2.993927002E-1,-3.005889893E0,3.021006327E0
3.150807217E0,-3.620910645E-2,2.993927002E-1,-3.006942749E0,3.022027760E0
3.154774503E0,-3.300476074E-2,3.004608154E-1,-3.008010864E0,3.023159833E0
3.158741788E0,-3.514099121E-2,3.036651611E-1,-3.006942749E0,3.022441416E0
3.162709073E0,-3.833007812E-2,3.057861328E-1,-3.008010864E0,3.023756557E0
3.166676358E0,-3.620910645E-2,3.025970459E-1,-3.009078979E0,3.024472248E0
3.170643643E0,-3.833007812E-2,3.025970459E-1,-3.012268066E0,3.027671229E0
3.174610928E0,-3.620910645E-2,3.025970459E-1,-3.014404297E0,3.029770509E0
3.178608731E0,-3.193664551E-2,3.015289307E-1,-3.013336182E0,3.028553217E0
3.182576016E0,-3.193664551E-2,3.047332764E-1,-3.013336182E0,3.028873927E0
3.186543301E0,-3.407287598E-2,3.068542480E-1,-3.014404297E0,3.030173882E0
3.190510587E0,-3.514099121E-2,3.068542480E-1,-3.011215210E0,3.027013621E0
3.194477872E0,-3.407287598E-2,3.036651611E-1,-3.013336182E0,3.028789929E0
3.198445157E0,-3.407287598E-2,3.015289307E-1,-3.014404297E0,3.029639240E0
3.202412442E0,-3.088378906E-2,3.047332764E-1,-3.014404297E0,3.029925650E0
3.206379727E0,-3.193664551E-2,3.111114502E-1,-3.016540527E0,3.032709521E0
3.210347012E0,-3.300476074E-2,3.143157959E-1,-3.016540527E0,3.033051349E0
3.214344815E0,-3.300476074E-2,3.121795654E-1,-3.016540527E0,3.032830715E0
3.218312100E0,-3.514099121E-2,3.089904785E-1,-3.016540527E0,3.032528113E0
3.222279385E0,-3.514099121E-2,3.111114502E-1,-3.016540527E0,3.032744957E0
3.226246670E0,-3.620910645E-2,3.164520264E-1,-3.016540527E0,3.033310030E0
3.230213956E0,-3.193664551E-2,3.185729980E-1,-3.017608643E0,3.034546197E0
3.234181241E0,-3.193664551E-2,3.175048828E-1,-3.017608643E0,3.034434250E0
3.238148526E0,-3.407287598E-2,3.143157959E-1,-3.018661499E0,3.035172586E0
3.242115811E0,-3.514099121E-2,3.164520264E-1,-3.018661499E0,3.035406731E0
3.246083096E0,-3.407287598E-2,3.153839111E-1,-3.018661499E0,3.035283383E0
3.250050381E0,-3.193664551E-2,3.143157959E-1,-3.018661499E0,3.035149356E0
3.254048184E0,-3.407287598E-2,3.121795654E-1,-3.018661499E0,3.034952106E0
3.258015469E0,-3.514099121E-2,3.132476807E-1,-3.020797729E0,3.037199026E0
3.261982754E0,-3.726196289E-2,3.185729980E-1,-3.019729614E0,3.036716014E0
3.265950040E0,-3.620910645E-2,3.153839111E-1,-3.020797729E0,3.037432638E0
3.269917325E0,-3.726196289E-2,3.153839111E-1,-3.020797729E0,3.037445372E0
3.273884610E0,-3.300476074E-2,3.143157959E-1,-3.020797729E0,3.037285409E0
3.277851895E0,-3.514099121E-2,3.121795654E-1,-3.021865845E0,3.038151437E0
3.281819180E0,-3.407287598E-2,3.153839111E-1,-3.021865845E0,3.038470200E0
3.285816983E0,-3.514099121E-2,3.121795654E-1,-3.021865845E0,3.038151437E0
3.289784268E0,-3.088378906E-2,3.111114502E-1,-3.023986816E0,3.040105329E0
3.293751553E0,-3.300476074E-2,3.100585938E-1,-3.023986816E0,3.040020051E0
3.297718838E0,-3.088378906E-2,3.111114502E-1,-3.023986816E0,3.040105329E0
3.301686124E0,-3.088378906E-2,3.132476807E-1,-3.026123047E0,3.042449443E0
3.305653409E0,-2.767944336E-2,3.164520264E-1,-3.027191162E0,3.043812473E0
3.309620694E0,-2.874755859E-2,3.153839111E-1,-3.028259277E0,3.044773831E0
3.313587979E0,-2.767944336E-2,3.143157959E-1,-3.027191162E0,3.043591120E0
3.317585782E0,-2.555847168E-2,3.121795654E-1,-3.029312134E0,3.045462415E0
3.321553067E0,-2.555847168E-2,3.089904785E-1,-3.032516479E0,3.048324876E0
3.325520352E0,-2.767944336E-2,3.079223633E-1,-3.030380249E0,3.046110108E0
3.329487637E0,-2.981567383E-2,3.079223633E-1,-3.031448364E0,3.047192863E0
3.333454922E0,-2.981567383E-2,3.100585938E-1,-3.030380249E0,3.046346953E0
3.337422208E0,-2.981567383E-2,3.068542480E-1,-3.033584595E0,3.049210389E0
3.341389493E0,-3.088378906E-2,3.047332764E-1,-3.031448364E0,3.046882893E0
3.345356778E0,-3.088378906E-2,3.047332764E-1,-3.034652710E0,3.050071023E0
3.349354581E0,-3.726196289E-2,3.025970459E-1,-3.034652710E0,3.049929589E0
3.353321866E0,-4.153442383E-2,3.025970459E-1,-3.034652710E0,3.049984779E0
3.357289151E0,-4.153442383E-2,3.015289307E-1,-3.035705566E0,3.050926595E0
3.361256436E0,-4.260253906E-2,2.983398438E-1,-3.035705566E0,3.050627792E0
3.365223721E0,-4.472351074E-2,3.015289307E-1,-3.036773682E0,3.052034450E0
3.369191006E0,-4.260253906E-2,3.015289307E-1,-3.036773682E0,3.052004106E0
3.373158292E0,-4.260253906E-2,2.993927002E-1,-3.037841797E0,3.052856654E0
3.377125577E0,-4.260253906E-2,2.951354980E-1,-3.036773682E0,3.051379087E0
3.381092862E0,-4.472351074E-2,2.972717285E-1,-3.036773682E0,3.051616795E0
3.385060147E0,-4.579162598E-2,2.993927002E-1,-3.036773682E0,3.051839979E0
3.389057950E0,-4.046630859E-2,3.025970459E-1,-3.036773682E0,3.052080747E0
3.393025235E0,-3.833007812E-2,3.057861328E-1,-3.035705566E0,3.051308349E0
3.396992520E0,-4.046630859E-2,3.068542480E-1,-3.037841797E0,3.053568377E0
3.400959805E0,-4.046630859E-2,3.057861328E-1,-3.036773682E0,3.052398577E0
3.404927090E0,-3.620910645E-2,3.057861328E-1,-3.037841797E0,3.053407775E0
3.408894376E0,-3.514099121E-2,3.068542480E-1,-3.036773682E0,3.052439813E0
3.412861661E0,-3.407287598E-2,3.089904785E-1,-3.036773682E0,3.052643194E0
3.416828946E0,-3.620910645E-2,3.111114502E-1,-3.035705566E0,3.051820722E0
3.420826749E0,-3.193664551E-2,3.100585938E-1,-3.038909912E0,3.054853472E0
3.424794034E0,-3.300476074E-2,3.089904785E-1,-3.038909912E0,3.054756600E0
3.428761319E0,-3.514099121E-2,3.111114502E-1,-3.039978027E0,3.056058185E0
3.432728604E0,-3.407287598E-2,3.111114502E-1,-3.042098999E0,3.058155917E0
3.436695889E0,-3.620910645E-2,3.089904785E-1,-3.041030884E0,3.056902853E0
3.440663174E0,-3.620910645E-2,3.079223633E-1,-3.043167114E0,3.058920294E0
3.444630460E0,-3.193664551E-2,3.079223633E-1,-3.045303345E0,3.060997973E0
3.448597745E0,-3.514099121E-2,3.100585938E-1,-3.046356201E0,3.062296087E0
3.452595547E0,-3.407287598E-2,3.143157959E-1,-3.049560547E0,3.065905235E0
3.456562833E0,-3.300476074E-2,3.089904785E-1,-3.050628662E0,3.066414790E0
3.460530118E0,-3.193664551E-2,3.057861328E-1,-3.054885864E0,3.070318021E0
3.464497403E0,-3.300476074E-2,3.036651611E-1,-3.053817749E0,3.069055993E0
3.468464688E0,-3.407287598E-2,3.079223633E-1,-3.055953979E0,3.071617142E0
3.472431973E0,-3.514099121E-2,3.089904785E-1,-3.055953979E0,3.071736436E0
3.476399258E0,-3.514099121E-2,3.057861328E-1,-3.061279297E0,3.076714316E0
3.480397061E0,-3.300476074E-2,3.036651611E-1,-3.062347412E0,3.077543422E0
3.484364346E0,-3.620910645E-2,3.036651611E-1,-3.065536499E0,3.080752774E0
3.488331631E0,-3.620910645E-2,3.047332764E-1,-3.065536499E0,3.080858240E0
3.492298917E0,-3.939819336E-2,3.057861328E-1,-3.068740845E0,3.084189966E0
3.496266202E0,-3.726196289E-2,3.047332764E-1,-3.070861816E0,3.086169652E0
3.500233487E0,-3.726196289E-2,3.015289307E-1,-3.071929932E0,3.086917824E0
3.504200772E0,-3.620910645E-2,2.993927002E-1,-3.075119019E0,3.089871206E0
3.508198575E0,-3.939819336E-2,3.079223633E-1,-3.078323364E0,3.093936511E0
3.512165860E0,-3.939819336E-2,3.089904785E-1,-3.081512451E0,3.097215898E0
3.516163663E0,-3.833007812E-2,3.057861328E-1,-3.082580566E0,3.097947272E0
3.520100430E0,-3.939819336E-2,3.047332764E-1,-3.082580566E0,3.097856926E0
3.524067715E0,-3.726196289E-2,3.089904785E-1,-3.085784912E0,3.101440326E0
3.528035001E0,-3.833007812E-2,3.079223633E-1,-3.084716797E0,3.100284357E0
3.532002286E0,-3.726196289E-2,3.089904785E-1,-3.085784912E0,3.101440326E0
3.535969571E0,-3.620910645E-2,3.089904785E-1,-3.086837769E0,3.102475403E0
3.539967374E0,-3.514099121E-2,3.079223633E-1,-3.086837769E0,3.102356923E0
3.543934659E0,-3.833007812E-2,3.111114502E-1,-3.087905884E0,3.103775487E0
3.547901944E0,-3.833007812E-2,3.089904785E-1,-3.088973999E0,3.104626335E0
3.551869229E0,-3.514099121E-2,3.089904785E-1,-3.091110229E0,3.106714093E0
3.555836514E0,-3.620910645E-2,3.132476807E-1,-3.092163086E0,3.108200083E0
3.559803799E0,-3.407287598E-2,3.132476807E-1,-3.092163086E0,3.108175931E0
3.563771085E0,-3.833007812E-2,3.121795654E-1,-3.094299316E0,3.110243324E0
3.567768887E0,-3.514099121E-2,3.143157959E-1,-3.095367432E0,3.111483383E0
3.571736172E0,-3.514099121E-2,3.143157959E-1,-3.095367432E0,3.111483383E0
3.575703458E0,-3.407287598E-2,3.143157959E-1,-3.098556519E0,3.114644102E0
3.579670743E0,-3.300476074E-2,3.111114502E-1,-3.099624634E0,3.115373576E0
3.583638028E0,-3.726196289E-2,3.111114502E-1,-3.099624634E0,3.115421586E0
3.587635831E0,-3.620910645E-2,3.100585938E-1,-3.100692749E0,3.116366948E0
3.591572598E0,-3.514099121E-2,3.121795654E-1,-3.098556519E0,3.114441117E0
3.595570401E0,-3.620910645E-2,3.175048828E-1,-3.104949951E0,3.121351414E0
3.599537686E0,-3.407287598E-2,3.175048828E-1,-3.106018066E0,3.122389876E0
3.603504971E0,-3.407287598E-2,3.132476807E-1,-3.103881836E0,3.119834534E0
3.607472256E0,-3.833007812E-2,3.079223633E-1,-3.104949951E0,3.120416571E0
3.611439542E0,-3.939819336E-2,3.132476807E-1,-3.108154297E0,3.124147797E0
3.615406827E0,-3.407287598E-2,3.260345459E-1,-3.106018066E0,3.123268755E0
3.619404629E0,-3.407287598E-2,3.249664307E-1,-3.108154297E0,3.125281951E0
3.623371915E0,-3.620910645E-2,3.143157959E-1,-3.110275269E0,3.126326561E0
3.627339200E0,-3.620910645E-2,3.111114502E-1,-3.109207153E0,3.124943288E0
3.631306485E0,-4.046630859E-2,3.217773438E-1,-3.110275269E0,3.127137737E0
3.635273770E0,-4.153442383E-2,3.207092285E-1,-3.113479614E0,3.130229197E0
3.639241055E0,-3.939819336E-2,3.153839111E-1,-3.113479614E0,3.129660451E0
3.643208340E0,-3.726196289E-2,3.121795654E-1,-3.117736816E0,3.133548690E0
3.647206143E0,-4.260253906E-2,3.153839111E-1,-3.120925903E0,3.137110212E0
3.651173428E0,-3.939819336E-2,3.185729980E-1,-3.121994019E0,3.138453062E0
3.655140713E0,-3.726196289E-2,3.143157959E-1,-3.125198364E0,3.141185714E0
3.659107999E0,-3.726196289E-2,3.089904785E-1,-3.127319336E0,3.142767856E0
3.663075284E0,-5.004882812E-2,3.132476807E-1,-3.132644653E0,3.148665038E0
3.667042569E0,-5.218505859E-2,3.143157959E-1,-3.132644653E0,3.148806159E0
3.671040372E0,-5.004882812E-2,3.036651611E-1,-3.135848999E0,3.150915162E0
3.675007657E0,-4.260253906E-2,2.983398438E-1,-3.139038086E0,3.153471380E0
3.678974942E0,-4.153442383E-2,3.089904785E-1,-3.140106201E0,3.155545465E0
3.682942227E0,-5.004882812E-2,3.207092285E-1,-3.141174316E0,3.157900470E0
3.686909512E0,-5.537414551E-2,3.175048828E-1,-3.143295288E0,3.159775453E0
3.690876797E0,-5.111694336E-2,3.068542480E-1,-3.145431519E0,3.160777105E0
3.694874600E0,-4.792785645E-2,2.993927002E-1,-3.148635864E0,3.163201049E0
3.698841885E0,-4.579162598E-2,3.100585938E-1,-3.150756836E0,3.166307288E0
3.702809170E0,-4.472351074E-2,3.238983154E-1,-3.150756836E0,3.167677217E0
3.706776456E0,-4.046630859E-2,3.292236328E-1,-3.150756836E0,3.168168929E0
3.710743741E0,-4.260253906E-2,3.207092285E-1,-3.152893066E0,3.169448544E0
3.714711026E0,-4.792785645E-2,3.121795654E-1,-3.151824951E0,3.167610090E0
3.718678311E0,-4.685974121E-2,3.089904785E-1,-3.150756836E0,3.166218500E0
3.722676114E0,-4.046630859E-2,3.111114502E-1,-3.153961182E0,3.169526620E0
3.726643399E0,-2.767944336E-2,3.185729980E-1,-3.152893066E0,3.169067622E0
3.730610684E0,-2.021789551E-2,3.249664307E-1,-3.153961182E0,3.170722801E0
3.734577969E0,-2.449035645E-2,3.281555176E-1,-3.153961182E0,3.171081354E0
3.738545254E0,-3.193664551E-2,3.292236328E-1,-3.155014038E0,3.172305428E0
3.742512540E0,-2.874755859E-2,3.238983154E-1,-3.156082153E0,3.172789167E0
3.746510342E0,-2.661132812E-2,3.164520264E-1,-3.157150269E0,3.173081762E0
3.750477628E0,-2.021789551E-2,3.185729980E-1,-3.159286499E0,3.175372215E0
3.754444913E0,-2.235412598E-2,3.313598633E-1,-3.159286499E0,3.176694862E0
3.758412198E0,-3.088378906E-2,3.409423828E-1,-3.160354614E0,3.178842054E0
3.762379483E0,-3.620910645E-2,3.377532959E-1,-3.161407471E0,3.179604627E0
3.766346768E0,-3.514099121E-2,3.207092285E-1,-3.161407471E0,3.177827323E0
3.770314053E0,-2.981567383E-2,3.047332764E-1,-3.165679932E0,3.180452920E0
3.774311856E0,-2.555847168E-2,3.068542480E-1,-3.165679932E0,3.180619782E0
3.778279141E0,-2.449035645E-2,3.153839111E-1,-3.164611816E0,3.180382797E0
3.782246426E0,-2.555847168E-2,3.238983154E-1,-3.167800903E0,3.184419243E0
3.786213712E0,-2.981567383E-2,3.249664307E-1,-3.168869019E0,3.185627570E0
3.790180997E0,-3.193664551E-2,3.164520264E-1,-3.169937134E0,3.185853617E0
3.794148282E0,-3.193664551E-2,3.025970459E-1,-3.174194336E0,3.188744989E0
3.798115567E0,-3.088378906E-2,3.025970459E-1,-3.173126221E0,3.187671375E0
3.802113370E0,-3.300476074E-2,3.132476807E-1,-3.176330566E0,3.191909975E0
3.806080655E0,-3.407287598E-2,3.207092285E-1,-3.177398682E0,3.193724746E0
3.810047940E0,-3.620910645E-2,3.217773438E-1,-3.175262451E0,3.191730470E0
3.814045743E0,-4.153442383E-2,3.143157959E-1,-3.176330566E0,3.192114565E0
3.817982510E0,-3.939819336E-2,3.068542480E-1,-3.175262451E0,3.190298322E0
3.821949795E0,-4.046630859E-2,3.047332764E-1,-3.174194336E0,3.189045245E0
3.825917081E0,-4.046630859E-2,3.111114502E-1,-3.173126221E0,3.188598104E0
3.829884366E0,-4.472351074E-2,3.175048828E-1,-3.176330566E0,3.192473243E0
3.833882169E0,-4.685974121E-2,3.249664307E-1,-3.174194336E0,3.191129690E0
3.837849454E0,-4.685974121E-2,3.228302002E-1,-3.176330566E0,3.193037902E0
3.841816739E0,-4.365539551E-2,3.164520264E-1,-3.176330566E0,3.192353919E0
3.845784024E0,-4.365539551E-2,3.153839111E-1,-3.175262451E0,3.191185428E0
3.849751309E0,-4.260253906E-2,3.196411133E-1,-3.175262451E0,3.191594751E0
3.853718594E0,-4.046630859E-2,3.260345459E-1,-3.175262451E0,3.192213602E0
3.857685879E0,-4.365539551E-2,3.249664307E-1,-3.175262451E0,3.192146708E0
3.861683682E0,-4.579162598E-2,3.292236328E-1,-3.173126221E0,3.190488221E0
3.865650967E0,-4.472351074E-2,3.324279785E-1,-3.174194336E0,3.191867515E0
3.869618253E0,-3.833007812E-2,3.238983154E-1,-3.174194336E0,3.190907237E0
3.873585538E0,-3.620910645E-2,3.185729980E-1,-3.172058105E0,3.188220896E0
3.877552823E0,-3.514099121E-2,3.249664307E-1,-3.174194336E0,3.190979121E0
3.881520108E0,-3.833007812E-2,3.388214111E-1,-3.174194336E0,3.192456550E0
3.885487393E0,-3.514099121E-2,3.515930176E-1,-3.173126221E0,3.192739036E0
3.889485196E0,-3.088378906E-2,3.377532959E-1,-3.173126221E0,3.191200575E0
3.893452481E0,-3.088378906E-2,3.228302002E-1,-3.174194336E0,3.190718231E0
3.897419766E0,-3.407287598E-2,3.302917480E-1,-3.171005249E0,3.188342499E0
3.901387051E0,-3.514099121E-2,3.484039307E-1,-3.172058105E0,3.191327751E0
3.905354337E0,-2.874755859E-2,3.558654785E-1,-3.172058105E0,3.192086980E0
3.909321622E0,-2.661132812E-2,3.462677002E-1,-3.172058105E0,3.191012709E0
