"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.773762540E0,-5.004882812E-2,4.325561523E-1,-4.216018677E0,4.238445846E0
8.777729825E0,-5.111694336E-2,4.250946045E-1,-4.217086792E0,4.238766256E0
8.781697110E0,-4.898071289E-2,4.229736328E-1,-4.214965820E0,4.236418614E0
8.785664395E0,-4.685974121E-2,4.250946045E-1,-4.212829590E0,4.234481599E0
8.789662198E0,-5.004882812E-2,4.304351807E-1,-4.213897705E0,4.236120064E0
8.793629483E0,-4.898071289E-2,4.282989502E-1,-4.210693359E0,4.232703352E0
8.797596768E0,-5.004882812E-2,4.261627197E-1,-4.207504272E0,4.229327577E0
8.801564053E0,-5.111694336E-2,4.229736328E-1,-4.206436157E0,4.227957519E0
8.805531338E0,-5.111694336E-2,4.197692871E-1,-4.206436157E0,4.227638152E0
8.809498624E0,-4.685974121E-2,4.229736328E-1,-4.204299927E0,4.225782815E0
8.813465909E0,-4.792785645E-2,4.304351807E-1,-4.203247070E0,4.225500853E0
8.817433194E0,-4.792785645E-2,4.325561523E-1,-4.201110840E0,4.223592569E0
8.821400479E0,-5.004882812E-2,4.261627197E-1,-4.201110840E0,4.222967184E0
8.825398282E0,-4.898071289E-2,4.187164307E-1,-4.196853638E0,4.217973805E0
8.829365567E0,-5.218505859E-2,4.208374023E-1,-4.196853638E0,4.218223306E0
8.833332852E0,-5.218505859E-2,4.325561523E-1,-4.191528320E0,4.214111741E0
8.837300137E0,-4.898071289E-2,4.432067871E-1,-4.190460205E0,4.214117713E0
8.841267422E0,-4.898071289E-2,4.282989502E-1,-4.189392090E0,4.211513408E0
8.845234708E0,-5.111694336E-2,4.144439697E-1,-4.187255859E0,4.208026661E0
8.849201993E0,-5.537414551E-2,4.208374023E-1,-4.184066772E0,4.205542197E0
8.853169278E0,-5.644226074E-2,4.304351807E-1,-4.186203003E0,4.208652487E0
8.857167081E0,-5.004882812E-2,4.346923828E-1,-4.184066772E0,4.206884490E0
8.861134366E0,-4.260253906E-2,4.219055176E-1,-4.182998657E0,4.204437776E0
8.865101651E0,-5.218505859E-2,4.123229980E-1,-4.180877686E0,4.201484471E0
8.869068936E0,-5.751037598E-2,4.176483154E-1,-4.179809570E0,4.201017210E0
8.873036221E0,-5.537414551E-2,4.282989502E-1,-4.178741455E0,4.200998266E0
8.877003506E0,-5.111694336E-2,4.250946045E-1,-4.177673340E0,4.199556274E0
8.880970792E0,-4.685974121E-2,4.187164307E-1,-4.175537109E0,4.196740335E0
8.884938077E0,-5.111694336E-2,4.133911133E-1,-4.175537109E0,4.196262064E0
8.888935879E0,-5.537414551E-2,4.155120850E-1,-4.174484253E0,4.195477966E0
8.892903165E0,-5.325317383E-2,4.219055176E-1,-4.172348022E0,4.193963303E0
8.896870450E0,-5.004882812E-2,4.187164307E-1,-4.172348022E0,4.193604220E0
8.900837735E0,-4.898071289E-2,4.101867676E-1,-4.169158936E0,4.189574981E0
8.904805020E0,-5.325317383E-2,4.112548828E-1,-4.168090820E0,4.188668949E0
8.908772305E0,-5.644226074E-2,4.197692871E-1,-4.165954590E0,4.187429955E0
8.912739590E0,-5.537414551E-2,4.229736328E-1,-4.164886475E0,4.186675571E0
8.916737393E0,-5.004882812E-2,4.219055176E-1,-4.159561157E0,4.181202957E0
8.920704678E0,-4.898071289E-2,4.144439697E-1,-4.158493042E0,4.179381210E0
8.924671963E0,-5.218505859E-2,4.123229980E-1,-4.156372070E0,4.177099750E0
8.928639249E0,-5.325317383E-2,4.187164307E-1,-4.153167725E0,4.174561234E0
8.932606534E0,-5.325317383E-2,4.261627197E-1,-4.153167725E0,4.175314684E0
8.936573819E0,-5.004882812E-2,4.229736328E-1,-4.151046753E0,4.172840846E0
8.940541104E0,-4.792785645E-2,4.197692871E-1,-4.148910522E0,4.170367113E0
8.944508389E0,-5.004882812E-2,4.187164307E-1,-4.145721436E0,4.167113456E0
8.948475674E0,-5.218505859E-2,4.165802002E-1,-4.144653320E0,4.165862874E0
8.952473477E0,-5.218505859E-2,4.208374023E-1,-4.144653320E0,4.166290742E0
8.956440762E0,-4.792785645E-2,4.197692871E-1,-4.142517090E0,4.164006625E0
8.960408047E0,-4.898071289E-2,4.176483154E-1,-4.139328003E0,4.160632829E0
8.964375333E0,-5.004882812E-2,4.165802002E-1,-4.138259888E0,4.159475790E0
8.968342618E0,-5.218505859E-2,4.165802002E-1,-4.138259888E0,4.159502043E0
8.972309903E0,-5.218505859E-2,4.197692871E-1,-4.136123657E0,4.157697493E0
8.976277188E0,-5.004882812E-2,4.187164307E-1,-4.132934570E0,4.154392434E0
8.980244473E0,-4.898071289E-2,4.176483154E-1,-4.134002686E0,4.155334816E0
8.984242276E0,-5.004882812E-2,4.144439697E-1,-4.132934570E0,4.153963993E0
8.988209561E0,-5.111694336E-2,4.165802002E-1,-4.130798340E0,4.152065381E0
8.992176846E0,-5.218505859E-2,4.165802002E-1,-4.129730225E0,4.151016029E0
8.996144131E0,-5.111694336E-2,4.133911133E-1,-4.127609253E0,4.148573646E0
9.000111417E0,-5.325317383E-2,4.133911133E-1,-4.125473022E0,4.146475102E0
9.004078702E0,-5.430603027E-2,4.176483154E-1,-4.124404907E0,4.145852759E0
9.008045987E0,-5.430603027E-2,4.197692871E-1,-4.122283936E0,4.143957076E0
9.012013272E0,-5.325317383E-2,4.165802002E-1,-4.120147705E0,4.141496357E0
9.016011075E0,-5.218505859E-2,4.144439697E-1,-4.119079590E0,4.140205762E0
9.019978360E0,-5.004882812E-2,4.208374023E-1,-4.116958618E0,4.138714446E0
9.023945645E0,-5.430603027E-2,4.261627197E-1,-4.112686157E0,4.135063631E0
9.027912930E0,-5.537414551E-2,4.250946045E-1,-4.109497070E0,4.131795964E0
9.031880215E0,-5.644226074E-2,4.187164307E-1,-4.109497070E0,4.131159081E0
9.035847501E0,-5.537414551E-2,4.219055176E-1,-4.103103638E0,4.125109698E0
9.039814786E0,-5.325317383E-2,4.282989502E-1,-4.100982666E0,4.123631254E0
9.043812588E0,-4.898071289E-2,4.314880371E-1,-4.100982666E0,4.123910749E0
9.047779874E0,-5.325317383E-2,4.272308350E-1,-4.098846436E0,4.121395903E0
9.051747159E0,-5.537414551E-2,4.272308350E-1,-4.095642090E0,4.118237076E0
9.055714444E0,-5.537414551E-2,4.325561523E-1,-4.093521118E0,4.116683892E0
9.059681729E0,-5.004882812E-2,4.325561523E-1,-4.092453003E0,4.115553583E0
9.063649014E0,-4.685974121E-2,4.325561523E-1,-4.088195801E0,4.111282715E0
9.067616299E0,-4.685974121E-2,4.336242676E-1,-4.086059570E0,4.109271061E0
9.071583585E0,-5.111694336E-2,4.368133545E-1,-4.084991455E0,4.108597575E0
9.075581387E0,-5.430603027E-2,4.346923828E-1,-4.082870483E0,4.106304664E0
9.079548672E0,-4.898071289E-2,4.304351807E-1,-4.083938599E0,4.106851353E0
9.083515958E0,-4.579162598E-2,4.261627197E-1,-4.083938599E0,4.106368957E0
9.087483243E0,-4.792785645E-2,4.272308350E-1,-4.080734253E0,4.103317598E0
9.091450528E0,-5.111694336E-2,4.304351807E-1,-4.080734253E0,4.103690952E0
9.095417813E0,-5.111694336E-2,4.293670654E-1,-4.080734253E0,4.103579055E0
9.099385098E0,-4.792785645E-2,4.261627197E-1,-4.080734253E0,4.103206525E0
9.103352383E0,-4.898071289E-2,4.197692871E-1,-4.082870483E0,4.104684732E0
9.107350186E0,-4.792785645E-2,4.165802002E-1,-4.080734253E0,4.102222347E0
9.111317471E0,-4.898071289E-2,4.144439697E-1,-4.082870483E0,4.104143552E0
9.115284756E0,-4.898071289E-2,4.112548828E-1,-4.081802368E0,4.102760078E0
9.119252042E0,-5.004882812E-2,4.101867676E-1,-4.083938599E0,4.104791413E0
9.123219327E0,-5.218505859E-2,4.069976807E-1,-4.082870483E0,4.103437800E0
9.127186612E0,-5.218505859E-2,4.037933350E-1,-4.082870483E0,4.103121217E0
9.131153897E0,-4.898071289E-2,3.942108154E-1,-4.084991455E0,4.104260770E0
9.135121182E0,-4.898071289E-2,3.931427002E-1,-4.083938599E0,4.103110378E0
9.139088467E0,-5.004882812E-2,3.973999023E-1,-4.082870483E0,4.102470347E0
9.143055753E0,-5.004882812E-2,3.995361328E-1,-4.082870483E0,4.102677832E0
9.147023038E0,-5.218505859E-2,3.995361328E-1,-4.080734253E0,4.100578550E0
9.151020840E0,-5.218505859E-2,3.952789307E-1,-4.079666138E0,4.099102891E0
9.154988126E0,-5.218505859E-2,3.920745850E-1,-4.077545166E0,4.096684067E0
9.158955411E0,-5.111694336E-2,3.931427002E-1,-4.075408936E0,4.094646763E0
9.162922696E0,-4.792785645E-2,3.984680176E-1,-4.074340820E0,4.094059961E0
9.166889981E0,-5.004882812E-2,3.973999023E-1,-4.070083618E0,4.089744763E0
9.170857266E0,-5.111694336E-2,3.984680176E-1,-4.065826416E0,4.085625307E0
9.174824551E0,-5.004882812E-2,3.984680176E-1,-4.063690186E0,4.083486203E0
9.178791837E0,-5.004882812E-2,4.027252197E-1,-4.059432983E0,4.079667711E0
9.182759122E0,-5.111694336E-2,4.069976807E-1,-4.055175781E0,4.075869315E0
9.186726407E0,-5.004882812E-2,4.123229980E-1,-4.053039551E0,4.074266160E0
9.190724210E0,-4.898071289E-2,4.123229980E-1,-4.050903320E0,4.072128077E0
9.194691495E0,-4.685974121E-2,4.144439697E-1,-4.046646118E0,4.068083633E0
9.198658780E0,-4.898071289E-2,4.123229980E-1,-4.043457031E0,4.064720670E0
9.202626065E0,-4.898071289E-2,4.165802002E-1,-4.040252686E0,4.061967496E0
9.206593350E0,-5.004882812E-2,4.208374023E-1,-4.039184570E0,4.061357039E0
9.210560635E0,-4.898071289E-2,4.219055176E-1,-4.034927368E0,4.057221000E0
9.214527920E0,-4.898071289E-2,4.197692871E-1,-4.032791138E0,4.054874810E0
9.218495206E0,-4.579162598E-2,4.165802002E-1,-4.032791138E0,4.054508638E0
9.222462491E0,-4.792785645E-2,4.144439697E-1,-4.032791138E0,4.054314399E0
9.226429776E0,-4.792785645E-2,4.123229980E-1,-4.033859253E0,4.055160639E0
9.230427579E0,-4.898071289E-2,4.112548828E-1,-4.031738281E0,4.052954880E0
9.234394864E0,-4.898071289E-2,4.123229980E-1,-4.032791138E0,4.054110719E0
9.238362149E0,-4.685974121E-2,4.112548828E-1,-4.030670166E0,4.051867273E0
9.242329434E0,-4.685974121E-2,4.080505371E-1,-4.030670166E0,4.051543294E0
9.246296719E0,-5.004882812E-2,4.048614502E-1,-4.032791138E0,4.053371688E0
9.250264004E0,-4.792785645E-2,3.995361328E-1,-4.030670166E0,4.050707122E0
9.254231290E0,-4.898071289E-2,3.963317871E-1,-4.029602051E0,4.049342006E0
9.258198575E0,-5.004882812E-2,3.963317871E-1,-4.028533936E0,4.048292163E0
9.262165860E0,-4.792785645E-2,3.963317871E-1,-4.030670166E0,4.050392321E0
9.266133145E0,-4.685974121E-2,3.973999023E-1,-4.029602051E0,4.049421589E0
9.270100430E0,-4.579162598E-2,3.973999023E-1,-4.028533936E0,4.048346480E0
9.274098233E0,-4.685974121E-2,3.942108154E-1,-4.026412964E0,4.045936153E0
9.278065518E0,-4.685974121E-2,3.931427002E-1,-4.025344849E0,4.044769236E0
9.282032803E0,-4.579162598E-2,3.920745850E-1,-4.023208618E0,4.042527296E0
9.286000088E0,-4.685974121E-2,3.920745850E-1,-4.023208618E0,4.042539536E0
9.289967374E0,-4.365539551E-2,3.952789307E-1,-4.020019531E0,4.039642095E0
9.293934659E0,-4.579162598E-2,4.006042480E-1,-4.018951416E0,4.039127520E0
9.297901944E0,-4.685974121E-2,4.016723633E-1,-4.015747070E0,4.036057613E0
9.301869229E0,-4.792785645E-2,3.984680176E-1,-4.012557983E0,4.032579250E0
9.305836514E0,-4.685974121E-2,3.984680176E-1,-4.009368896E0,4.029393446E0
9.309834317E0,-4.792785645E-2,4.016723633E-1,-4.007232666E0,4.027598715E0
9.313801602E0,-5.004882812E-2,4.069976807E-1,-4.005096436E0,4.026033961E0
9.317768887E0,-5.004882812E-2,4.080505371E-1,-4.002975464E0,4.024030652E0
9.321736172E0,-5.004882812E-2,4.091186523E-1,-4.000839233E0,4.022014113E0
9.325703458E0,-5.111694336E-2,4.101867676E-1,-3.999771118E0,4.021073877E0
9.329670743E0,-5.218505859E-2,4.101867676E-1,-3.998703003E0,4.020025145E0
9.333638028E0,-5.111694336E-2,4.091186523E-1,-3.994445801E0,4.015667848E0
9.337605313E0,-5.111694336E-2,4.101867676E-1,-3.992324829E0,4.013667110E0
9.341572598E0,-5.111694336E-2,4.112548828E-1,-3.991256714E0,4.012714004E0
9.345570401E0,-5.111694336E-2,4.069976807E-1,-3.988052368E0,4.009092384E0
9.349537686E0,-5.218505859E-2,4.101867676E-1,-3.989120483E0,4.010493573E0
9.353504971E0,-5.218505859E-2,4.080505371E-1,-3.989120483E0,4.010275645E0
9.357472256E0,-4.898071289E-2,4.059295654E-1,-3.984863281E0,4.005784978E0
9.361439542E0,-5.004882812E-2,4.037933350E-1,-3.985931396E0,4.006644861E0
9.365406827E0,-4.792785645E-2,3.995361328E-1,-3.986999512E0,4.007254834E0
9.369374112E0,-5.218505859E-2,4.037933350E-1,-3.983795166E0,4.004546948E0
9.373341397E0,-4.792785645E-2,4.080505371E-1,-3.982727051E0,4.003862770E0
9.377339200E0,-4.685974121E-2,3.984680176E-1,-3.984863281E0,4.005010358E0
9.381306485E0,-4.579162598E-2,3.963317871E-1,-3.980606079E0,4.000550027E0
9.385273770E0,-4.792785645E-2,4.016723633E-1,-3.981658936E0,4.002155125E0
9.389271573E0,-4.472351074E-2,4.037933350E-1,-3.981658936E0,4.002331462E0
9.393208340E0,-4.579162598E-2,4.016723633E-1,-3.979537964E0,4.000019996E0
9.397175626E0,-4.365539551E-2,3.952789307E-1,-3.977401733E0,3.997233515E0
9.401142911E0,-4.153442383E-2,3.931427002E-1,-3.977401733E0,3.997000230E0
9.405110196E0,-4.472351074E-2,3.973999023E-1,-3.976333618E0,3.996392863E0
9.409107999E0,-4.365539551E-2,3.995361328E-1,-3.976333618E0,3.996594045E0
9.413075284E0,-4.153442383E-2,3.984680176E-1,-3.974212646E0,3.994354520E0
9.417042569E0,-4.153442383E-2,3.963317871E-1,-3.974212646E0,3.994141980E0
9.421009854E0,-4.579162598E-2,3.952789307E-1,-3.971008301E0,3.990895793E0
9.424977139E0,-4.579162598E-2,3.952789307E-1,-3.971008301E0,3.990895793E0
9.428944424E0,-4.685974121E-2,3.973999023E-1,-3.969955444E0,3.990071271E0
9.432911710E0,-4.579162598E-2,4.006042480E-1,-3.968887329E0,3.989316642E0
9.436878995E0,-4.579162598E-2,3.995361328E-1,-3.965682983E0,3.986021515E0
9.440876797E0,-4.579162598E-2,3.984680176E-1,-3.963562012E0,3.983804395E0
9.444874600E0,-4.898071289E-2,3.973999023E-1,-3.961425781E0,3.981610229E0
9.448841885E0,-5.004882812E-2,3.973999023E-1,-3.960357666E0,3.980560816E0
9.452778653E0,-5.004882812E-2,3.973999023E-1,-3.958236694E0,3.978450615E0
9.456745938E0,-5.004882812E-2,3.984680176E-1,-3.957168579E0,3.977494791E0
9.460713223E0,-5.111694336E-2,4.016723633E-1,-3.955032349E0,3.975705536E0
9.464711026E0,-4.792785645E-2,3.995361328E-1,-3.955032349E0,3.975450551E0
9.468647794E0,-5.111694336E-2,3.963317871E-1,-3.953964233E0,3.974106816E0
9.472645596E0,-5.325317383E-2,3.952789307E-1,-3.951843262E0,3.971919750E0
9.476612881E0,-5.325317383E-2,3.995361328E-1,-3.949707031E0,3.970220479E0
9.480580167E0,-5.218505859E-2,4.027252197E-1,-3.949707031E0,3.970528493E0
9.484547452E0,-5.218505859E-2,3.963317871E-1,-3.946517944E0,3.966712247E0
9.488514737E0,-5.218505859E-2,3.942108154E-1,-3.946517944E0,3.966500893E0
9.492482022E0,-5.111694336E-2,3.973999023E-1,-3.944381714E0,3.964679902E0
9.496449307E0,-5.218505859E-2,4.027252197E-1,-3.944381714E0,3.965231139E0
9.500416592E0,-5.111694336E-2,4.006042480E-1,-3.942245483E0,3.962877257E0
9.504414395E0,-5.004882812E-2,3.963317871E-1,-3.941192627E0,3.961386511E0
9.508381680E0,-5.218505859E-2,3.973999023E-1,-3.937988281E0,3.958333193E0
9.512348965E0,-4.898071289E-2,3.984680176E-1,-3.936920166E0,3.957337017E0
9.516316251E0,-4.898071289E-2,4.006042480E-1,-3.934799194E0,3.955442778E0
9.520283536E0,-4.685974121E-2,4.027252197E-1,-3.935852051E0,3.956679770E0
9.524250821E0,-4.898071289E-2,4.037933350E-1,-3.932662964E0,3.953642138E0
9.528218106E0,-4.792785645E-2,4.016723633E-1,-3.931594849E0,3.952350670E0
9.532185391E0,-4.579162598E-2,3.995361328E-1,-3.928405762E0,3.948936290E0
9.536152676E0,-4.472351074E-2,3.995361328E-1,-3.927337646E0,3.947861485E0
9.540119962E0,-4.365539551E-2,4.091186523E-1,-3.925201416E0,3.946706224E0
9.544087247E0,-4.260253906E-2,4.133911133E-1,-3.924148560E0,3.946092891E0
9.548054532E0,-4.365539551E-2,4.048614502E-1,-3.923080444E0,3.944157548E0
9.552052335E0,-4.472351074E-2,3.952789307E-1,-3.919876099E0,3.940009423E0
9.556019620E0,-4.792785645E-2,3.973999023E-1,-3.918807983E0,3.939197859E0
9.559986905E0,-4.579162598E-2,4.091186523E-1,-3.917755127E0,3.939324838E0
9.563954190E0,-4.472351074E-2,4.144439697E-1,-3.916687012E0,3.938807071E0
9.567921475E0,-4.046630859E-2,4.059295654E-1,-3.915618896E0,3.936811867E0
9.571888760E0,-4.685974121E-2,3.984680176E-1,-3.914550781E0,3.935057867E0
9.575856045E0,-5.004882812E-2,4.037933350E-1,-3.913482666E0,3.934577553E0
9.579823331E0,-4.898071289E-2,4.091186523E-1,-3.913482666E0,3.935114199E0
9.583821133E0,-4.579162598E-2,4.048614502E-1,-3.909225464E0,3.930401175E0
9.587788419E0,-4.685974121E-2,3.995361328E-1,-3.910293579E0,3.930931293E0
9.591755704E0,-4.792785645E-2,4.027252197E-1,-3.908157349E0,3.929144760E0
9.595722989E0,-5.218505859E-2,4.069976807E-1,-3.908157349E0,3.929639202E0
9.599690274E0,-5.218505859E-2,4.069976807E-1,-3.903900146E0,3.925405297E0
9.603657559E0,-4.685974121E-2,3.995361328E-1,-3.907104492E0,3.927758963E0
9.607624844E0,-4.898071289E-2,3.952789307E-1,-3.903900146E0,3.924166268E0
9.611592129E0,-5.004882812E-2,3.963317871E-1,-3.906036377E0,3.926411077E0
9.615559415E0,-5.430603027E-2,4.037933350E-1,-3.903900146E0,3.925103127E0
9.619557217E0,-5.325317383E-2,4.048614502E-1,-3.902832031E0,3.924136409E0
9.623555020E0,-4.792785645E-2,3.995361328E-1,-3.901763916E0,3.922459414E0
9.627491788E0,-4.792785645E-2,3.920745850E-1,-3.901763916E0,3.921706416E0
9.631459073E0,-5.111694336E-2,3.920745850E-1,-3.900711060E0,3.920699197E0
9.635426358E0,-5.111694336E-2,3.952789307E-1,-3.898574829E0,3.918895772E0
9.639393643E0,-5.111694336E-2,4.006042480E-1,-3.897506714E0,3.918374062E0
9.643360928E0,-4.792785645E-2,3.995361328E-1,-3.895385742E0,3.916114947E0
9.647328213E0,-4.792785645E-2,3.910064697E-1,-3.894317627E0,3.914191221E0
9.651295499E0,-4.898071289E-2,3.846282959E-1,-3.891113281E0,3.910383690E0
9.655262784E0,-5.111694336E-2,3.888854980E-1,-3.893249512E0,3.912957530E0
9.659260587E0,-4.898071289E-2,4.006042480E-1,-3.891113281E0,3.911987403E0
9.663227872E0,-4.579162598E-2,3.984680176E-1,-3.891113281E0,3.911730589E0
9.667195157E0,-4.472351074E-2,3.931427002E-1,-3.888992310E0,3.909069270E0
9.671162442E0,-4.792785645E-2,3.899536133E-1,-3.887924194E0,3.907725098E0
9.675129727E0,-5.111694336E-2,3.942108154E-1,-3.883666992E0,3.903957532E0
9.679097012E0,-4.898071289E-2,3.963317871E-1,-3.883666992E0,3.904144887E0
9.683064297E0,-4.365539551E-2,3.973999023E-1,-3.882598877E0,3.903127786E0
9.687031583E0,-4.260253906E-2,3.920745850E-1,-3.881530762E0,3.901514899E0
9.690998868E0,-4.153442383E-2,3.878173828E-1,-3.879394531E0,3.898952341E0
9.694996670E0,-4.685974121E-2,3.910064697E-1,-3.878341675E0,3.898283730E0
9.698963956E0,-4.685974121E-2,3.931427002E-1,-3.879394531E0,3.899545992E0
9.702931241E0,-4.260253906E-2,3.888854980E-1,-3.878341675E0,3.898022711E0
9.706898526E0,-4.153442383E-2,3.878173828E-1,-3.877273560E0,3.896842015E0
9.710865811E0,-4.472351074E-2,3.888854980E-1,-3.877273560E0,3.896983754E0
9.714833096E0,-4.685974121E-2,3.942108154E-1,-3.877273560E0,3.897543875E0
9.718800381E0,-4.792785645E-2,3.963317871E-1,-3.876205444E0,3.896709459E0
9.722767667E0,-4.579162598E-2,3.888854980E-1,-3.874069214E0,3.893808043E0
9.726734952E0,-4.579162598E-2,3.814239502E-1,-3.871948242E0,3.890959302E0
9.730732754E0,-4.685974121E-2,3.814239502E-1,-3.870880127E0,3.889909128E0
9.734700040E0,-4.898071289E-2,3.899536133E-1,-3.869812012E0,3.889718234E0
9.738667325E0,-5.004882812E-2,3.910064697E-1,-3.868743896E0,3.888774907E0
9.742634610E0,-5.004882812E-2,3.824920654E-1,-3.868743896E0,3.887928035E0
9.746601895E0,-4.685974121E-2,3.814239502E-1,-3.867675781E0,3.886720470E0
9.750569180E0,-5.004882812E-2,3.824920654E-1,-3.866622925E0,3.885817534E0
9.754536465E0,-5.111694336E-2,3.888854980E-1,-3.865554810E0,3.885403307E0
9.758503751E0,-5.004882812E-2,3.910064697E-1,-3.863418579E0,3.883477058E0
9.762501553E0,-4.792785645E-2,3.856811523E-1,-3.863418579E0,3.882917736E0
9.766468838E0,-5.218505859E-2,3.856811523E-1,-3.861297607E0,3.880862333E0
9.770436124E0,-5.325317383E-2,3.867492676E-1,-3.859161377E0,3.878857748E0
9.774403409E0,-5.004882812E-2,3.856811523E-1,-3.857025146E0,3.876583266E0
9.778370694E0,-5.004882812E-2,3.835601807E-1,-3.857025146E0,3.876372825E0
9.782337979E0,-5.004882812E-2,3.878173828E-1,-3.851699829E0,3.871498261E0
9.786305264E0,-5.004882812E-2,3.910064697E-1,-3.851699829E0,3.871819019E0
9.790272549E0,-5.004882812E-2,3.867492676E-1,-3.851699829E0,3.871391411E0
9.794270352E0,-5.004882812E-2,3.835601807E-1,-3.850631714E0,3.870011356E0
9.798237637E0,-4.792785645E-2,3.835601807E-1,-3.848510742E0,3.867874148E0
9.802204922E0,-4.685974121E-2,3.899536133E-1,-3.848510742E0,3.868500302E0
9.806172208E0,-4.685974121E-2,3.931427002E-1,-3.844253540E0,3.864588244E0
9.810139493E0,-4.685974121E-2,3.910064697E-1,-3.842117310E0,3.862246408E0
9.814106778E0,-4.685974121E-2,3.878173828E-1,-3.843185425E0,3.862987492E0
9.818074063E0,-4.365539551E-2,3.867492676E-1,-3.841049194E0,3.860717511E0
9.822041348E0,-4.472351074E-2,3.888854980E-1,-3.841049194E0,3.860944319E0
9.826008633E0,-4.472351074E-2,3.878173828E-1,-3.837860107E0,3.857664153E0
9.830006436E0,-4.365539551E-2,3.878173828E-1,-3.837860107E0,3.857651918E0
9.833973721E0,-4.685974121E-2,3.846282959E-1,-3.835723877E0,3.855244794E0
9.837941006E0,-4.579162598E-2,3.846282959E-1,-3.834655762E0,3.854169250E0
9.841908292E0,-4.792785645E-2,3.867492676E-1,-3.833587646E0,3.853344822E0
9.845875577E0,-4.685974121E-2,3.878173828E-1,-3.835723877E0,3.855564267E0
9.849842862E0,-4.685974121E-2,3.814239502E-1,-3.834655762E0,3.853863630E0
9.853810147E0,-4.792785645E-2,3.910064697E-1,-3.829330444E0,3.849539556E0
9.857777432E0,-4.792785645E-2,3.984680176E-1,-3.830398560E0,3.851366896E0
9.861744717E0,-4.579162598E-2,3.963317871E-1,-3.827209473E0,3.847948558E0
9.865712003E0,-4.579162598E-2,3.899536133E-1,-3.825073242E0,3.845171778E0
9.869679288E0,-5.004882812E-2,3.782348633E-1,-3.826141357E0,3.845116927E0
9.873677090E0,-5.430603027E-2,3.888854980E-1,-3.822937012E0,3.843049371E0
9.877644376E0,-5.218505859E-2,4.048614502E-1,-3.820816040E0,3.842560512E0
9.881611661E0,-4.685974121E-2,3.995361328E-1,-3.818679810E0,3.839809949E0
9.885578946E0,-4.472351074E-2,3.792877197E-1,-3.817611694E0,3.836667619E0
9.889546231E0,-5.325317383E-2,3.718414307E-1,-3.816543579E0,3.834984595E0
9.893513516E0,-5.430603027E-2,3.888854980E-1,-3.817611694E0,3.837751962E0
9.897480801E0,-5.111694336E-2,3.995361328E-1,-3.816543579E0,3.837739824E0
9.901448087E0,-4.579162598E-2,3.920745850E-1,-3.815490723E0,3.835855681E0
9.905415372E0,-4.260253906E-2,3.760986328E-1,-3.816543579E0,3.835266620E0
9.909413174E0,-4.898071289E-2,3.771667480E-1,-3.813354492E0,3.832274305E0
9.913380460E0,-5.004882812E-2,3.878173828E-1,-3.814422607E0,3.834413519E0
9.917347745E0,-4.898071289E-2,3.867492676E-1,-3.813354492E0,3.833229264E0
9.921315030E0,-4.472351074E-2,3.771667480E-1,-3.811218262E0,3.830096551E0
9.925282315E0,-4.260253906E-2,3.718414307E-1,-3.810165405E0,3.828503812E0
9.929249600E0,-4.792785645E-2,3.739624023E-1,-3.810165405E0,3.828773351E0
9.933216885E0,-4.898071289E-2,3.750305176E-1,-3.811218262E0,3.829938856E0
9.937184170E0,-4.792785645E-2,3.792877197E-1,-3.808029175E0,3.827171599E0
9.941151456E0,-4.472351074E-2,3.782348633E-1,-3.808029175E0,3.827028612E0
9.945149258E0,-4.365539551E-2,3.760986328E-1,-3.809097290E0,3.827868616E0
9.949116544E0,-4.685974121E-2,3.729095459E-1,-3.806961060E0,3.825468582E0
9.953083829E0,-4.898071289E-2,3.782348633E-1,-3.805892944E0,3.824955140E0
9.957051114E0,-4.898071289E-2,3.824920654E-1,-3.802703857E0,3.822205635E0
9.961018399E0,-4.365539551E-2,3.792877197E-1,-3.799499512E0,3.818633461E0
9.964985684E0,-4.472351074E-2,3.760986328E-1,-3.799499512E0,3.818330383E0
9.968952969E0,-4.898071289E-2,3.729095459E-1,-3.796310425E0,3.814896261E0
9.972920254E0,-4.898071289E-2,3.814239502E-1,-3.792053223E0,3.811502457E0
9.976887540E0,-4.685974121E-2,3.856811523E-1,-3.790985107E0,3.810841622E0
9.980885342E0,-4.579162598E-2,3.803558350E-1,-3.788848877E0,3.808167965E0
9.984852628E0,-4.472351074E-2,3.803558350E-1,-3.786727905E0,3.806045058E0
9.988819913E0,-4.685974121E-2,3.835601807E-1,-3.784591675E0,3.804267129E0
9.992787198E0,-4.579162598E-2,3.846282959E-1,-3.784591675E0,3.804361963E0
9.996754483E0,-4.260253906E-2,3.814239502E-1,-3.780334473E0,3.799766826E0
1.000072177E1,-4.472351074E-2,3.739624023E-1,-3.773941040E0,3.792687575E0
1.000468905E1,-4.472351074E-2,3.697052002E-1,-3.783523560E0,3.801806499E0
1.000865634E1,-4.685974121E-2,4.069976807E-1,-3.769683838E0,3.791880692E0
1.001262362E1,-5.218505859E-2,4.261627197E-1,-3.762222290E0,3.786641586E0
1.001659091E1,-4.685974121E-2,4.091186523E-1,-3.771804810E0,3.794217367E0
1.002058871E1,-3.193664551E-2,3.846282959E-1,-3.751571655E0,3.771372265E0
1.002455600E1,-3.939819336E-2,3.441467285E-1,-3.744110107E0,3.760099691E0
