"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
2.588386071E0,-1.440165043E-1,-4.617345333E-2,9.445190430E-3,1.515320195E-1
2.592353356E0,-1.427283585E-1,1.595099270E-2,3.073215485E-2,1.468682533E-1
2.596320641E0,-9.367930889E-2,8.475212753E-2,3.285312653E-2,1.305299351E-1
2.600287926E0,-1.685807407E-1,1.528188586E-2,4.445838928E-2,1.750130011E-1
2.604285729E0,-1.551700830E-1,-1.128878742E-1,-2.952861786E-2,1.941477945E-1
2.608253014E0,-2.371016592E-1,-4.526595026E-2,2.770137787E-2,2.429682477E-1
2.612220300E0,1.638113707E-2,-2.417394519E-1,5.121040344E-2,2.476465418E-1
2.616187585E0,2.368821800E-1,-2.016045749E-1,4.603004456E-2,3.144460794E-1
2.620185387E0,1.420282722E-1,-3.598320484E-2,1.026306152E-1,1.788850589E-1
2.624152673E0,-1.064020395E-1,-3.780908138E-2,2.299823761E-1,2.562085361E-1
2.628119958E0,-5.565372854E-2,4.823455215E-2,2.969131470E-1,3.059106510E-1
2.632087243E0,-4.053329304E-2,7.641027123E-2,3.253097534E-1,3.366124078E-1
2.636085046E0,1.148884371E-1,7.535822690E-2,5.432128906E-2,1.477464645E-1
2.640052331E0,-6.733506918E-3,1.215523630E-1,-2.524042130E-1,2.802288418E-1
2.644019616E0,-9.588349611E-3,1.557052732E-1,-4.212417603E-1,4.492000547E-1
2.648017419E0,6.934335083E-2,2.066705823E-1,-2.539262772E-1,3.346636881E-1
2.651984704E0,-6.413660944E-2,1.937082112E-1,1.755371094E-1,2.691647312E-1
2.655951989E0,1.576198637E-2,1.951760948E-1,4.661035538E-1,5.055637161E-1
2.659919274E0,-1.265159622E-2,1.627659202E-1,4.004821777E-1,4.324798057E-1
2.663886559E0,3.380753845E-2,2.059091628E-2,-4.206943512E-2,5.776480642E-2
2.667884362E0,2.746441215E-2,7.929903269E-2,-5.391950607E-1,5.456866720E-1
2.671851647E0,-9.263277799E-2,-6.981898099E-2,-7.510786057E-1,7.599832850E-1
2.675818932E0,9.696145356E-2,-7.692352682E-2,-5.825529099E-1,5.955557449E-1
2.679786218E0,5.877962708E-2,-1.120617986E-1,-2.230806351E-1,2.564719497E-1
2.683753503E0,2.847336233E-1,-1.731621325E-1,1.931800842E-1,3.851972291E-1
2.687751305E0,6.488017738E-2,-2.297957093E-1,2.120065689E-1,3.193153467E-1
2.691718591E0,-6.984801590E-2,-1.960420460E-1,8.020305634E-2,2.230330903E-1
2.695685876E0,-1.997060180E-1,-1.530404836E-1,-1.732978821E-1,3.055094748E-1
2.699653161E0,-1.342119128E-1,-1.386545002E-1,-2.184352875E-1,2.914650627E-1
2.703650964E0,-3.628692403E-2,-1.392415166E-2,-9.379386902E-2,1.015278913E-1
2.707618249E0,-7.250642776E-2,-6.376511604E-2,8.084774017E-2,1.259346226E-1
2.711585534E0,8.798210323E-2,-8.475802094E-2,2.862968445E-1,3.112726390E-1
2.715552819E0,-1.527598053E-1,4.714567214E-2,3.336553574E-1,3.699786075E-1
2.719550622E0,-4.863458872E-2,3.758996725E-2,3.307447433E-1,3.364081065E-1
2.723517907E0,-1.266075075E-1,2.055408806E-2,1.892032623E-1,2.285821646E-1
2.727485192E0,-2.817689627E-2,8.711667359E-2,3.829860687E-2,9.924734550E-2
2.731452477E0,-3.349794075E-2,2.914804220E-2,-1.434221268E-1,1.501386920E-1
2.735450280E0,1.400490999E-1,7.424007356E-2,-1.790637970E-1,2.391425983E-1
2.739417565E0,-2.422854304E-3,1.458790600E-1,-8.556747437E-2,1.691400693E-1
2.743384850E0,3.747957572E-2,5.014813691E-2,-1.133537292E-2,6.362424783E-2
2.747352135E0,1.279644966E-1,3.590262681E-2,7.474231720E-2,1.524805725E-1
2.751319421E0,-1.015919000E-1,1.681268215E-2,5.789852142E-2,1.181347502E-1
2.755317223E0,1.068399400E-1,-9.717218578E-3,-8.084392548E-2,1.343314460E-1
2.759284509E0,-3.288790584E-3,7.124631852E-2,-2.026290894E-1,2.148148084E-1
2.763251794E0,-2.999324724E-2,3.040704131E-2,-2.477340698E-1,2.513888470E-1
2.767219079E0,1.892010868E-1,8.974827826E-3,-1.397962570E-1,2.354157859E-1
2.771186364E0,1.090241522E-1,4.285237938E-2,1.102733612E-2,1.176613544E-1
2.775184167E0,4.619629309E-2,-6.445146352E-2,8.271884918E-2,1.145883792E-1
2.779151452E0,1.033810154E-1,2.656640112E-2,6.823921204E-2,1.266885870E-1
2.783118737E0,-8.084774017E-2,7.323659956E-3,-1.314544678E-2,8.223621986E-2
2.787086022E0,7.705824822E-2,6.712505966E-2,1.556301117E-2,1.033728909E-1
2.791083825E0,-9.047186375E-2,6.471683830E-2,8.248329163E-2,1.384807593E-1
2.795051110E0,-8.999649435E-2,8.873361349E-2,1.588554382E-1,2.029977178E-1
2.799018395E0,2.571753040E-2,-1.934866309E-1,8.690261841E-2,2.136598530E-1
2.802985680E0,1.053231806E-1,6.507528573E-2,1.154470444E-1,1.692801974E-1
2.806983483E0,-4.348522723E-1,-8.810231835E-2,-1.857757568E-3,4.436912986E-1
2.810950768E0,8.431783319E-2,-5.466194451E-2,-1.619148254E-2,1.017820676E-1
2.814918053E0,-3.567212224E-1,-1.095639467E-1,-3.530788422E-2,3.748345443E-1
2.818885339E0,7.576327026E-2,-7.103107870E-2,3.647136688E-2,1.100711037E-1
2.822852624E0,-1.085959375E-2,7.733275741E-2,8.899307251E-2,1.183978594E-1
2.826850426E0,-1.871961653E-1,-1.953474879E-1,-6.890487671E-2,2.791969330E-1
2.830817712E0,1.939851046E-1,1.107778102E-1,-1.859474182E-2,2.241600064E-1
2.834784997E0,-2.243718803E-1,-2.098460197E-1,-1.787405014E-1,3.554240559E-1
2.838752282E0,1.104890555E-1,-4.936970770E-2,-1.163263321E-1,1.678601053E-1
2.842750085E0,-1.652625203E-1,1.729606837E-1,-9.941005707E-2,2.590549327E-1
2.846717370E0,1.786464304E-1,-8.783528209E-2,-7.535934448E-2,2.128582032E-1
2.850684655E0,1.752002537E-1,2.208994925E-1,7.296466827E-2,2.912311067E-1
2.854651940E0,-9.787550569E-2,-6.152274460E-2,1.547622681E-2,1.166369423E-1
2.858649743E0,3.113260567E-1,1.989726722E-2,1.306247711E-2,3.122345963E-1
2.862617028E0,-1.790078431E-1,6.768149137E-2,-3.476715088E-2,1.945079612E-1
2.866584313E0,1.682071090E-1,-4.478373379E-2,-2.036190033E-2,1.752535914E-1
2.870551598E0,1.055056751E-1,1.266384125E-2,-1.317214966E-2,1.070762620E-1
2.874549401E0,-1.096012145E-1,-6.095597893E-2,5.104732513E-2,1.354026846E-1
2.878516686E0,1.354170740E-1,-7.228305936E-2,8.860015869E-2,1.772360367E-1
2.882483971E0,5.749825388E-3,-2.194433659E-2,-3.797245026E-2,4.423258278E-2
2.886451257E0,6.031510979E-2,-5.016963929E-2,3.595829010E-2,8.630123871E-2
2.890449059E0,1.723571122E-2,-1.258096695E-1,-3.557968140E-2,1.318751546E-1
2.894416344E0,-6.439097226E-3,-3.928108513E-2,-1.065073013E-1,1.137025543E-1
2.898383630E0,-1.582097709E-1,-5.077365786E-2,-3.526687622E-3,1.661948660E-1
2.902350915E0,-3.326388448E-2,-1.716163754E-2,-3.910064697E-2,5.412825887E-2
2.906318200E0,-1.325353682E-1,-4.289522767E-4,-5.540370941E-2,1.436501961E-1
2.910316003E0,-2.474256307E-1,3.513921052E-2,-2.882289886E-2,2.515650340E-1
2.914283288E0,-1.714255288E-2,1.114793867E-2,-7.131385803E-2,7.418766746E-2
2.918250573E0,-6.439651549E-2,5.391235650E-2,2.424526215E-2,8.741445033E-2
2.922217858E0,-2.350036427E-2,3.459866345E-2,5.015945435E-2,6.530930633E-2
2.926215661E0,-6.369867921E-2,-2.017279714E-2,6.873035431E-2,9.585575142E-2
2.930182946E0,3.659521788E-2,2.998019010E-2,5.154228210E-2,6.996162244E-2
2.934150231E0,9.319632500E-2,5.826649070E-2,5.586338043E-2,1.232933745E-1
2.938117516E0,6.843316555E-2,3.395818174E-2,1.265144348E-2,7.743587848E-2
2.942115319E0,7.472787052E-2,-1.622350514E-2,7.808685303E-3,7.686632760E-2
2.946082604E0,-4.251310602E-2,-1.873813570E-3,-1.363849640E-2,4.468650741E-2
2.950049889E0,1.285385340E-1,-3.743443638E-2,-2.301311493E-2,1.358421703E-1
2.954017175E0,1.721644402E-1,-3.703731298E-2,-1.457214355E-3,1.761092856E-1
2.958014977E0,1.108562201E-2,-8.233748376E-3,-1.095008850E-2,1.762356564E-2
2.961982262E0,9.342165291E-2,-1.524869353E-2,-5.121803284E-2,1.076262736E-1
2.965949548E0,-5.296513438E-2,-3.177583218E-2,1.330375671E-2,6.318226740E-2
2.969916833E0,7.527595013E-2,-6.237768382E-2,1.327514648E-3,9.777119413E-2
2.973884118E0,5.783068761E-2,-2.861179411E-2,-1.293849945E-2,6.580598727E-2
2.977881921E0,-1.087285727E-1,-5.694822967E-2,-1.101713181E-1,1.649324792E-1
2.981849206E0,4.183964059E-2,-2.564524859E-2,-1.187400818E-1,1.284812878E-1
2.985816491E0,-3.481388092E-2,-3.960100561E-2,-9.163570404E-2,1.057229786E-1
2.989783776E0,-5.400726572E-2,-2.484939992E-2,-1.016235352E-2,6.031211202E-2
2.993781579E0,-4.213439673E-2,1.817502826E-2,6.589603424E-2,8.029898112E-2
2.997748864E0,-2.287301049E-2,2.756936848E-2,6.060981750E-2,7.040450742E-2
3.001716149E0,-5.940362811E-3,1.009416133E-1,8.622169495E-2,1.328859582E-1
3.005683434E0,-9.106059372E-2,3.590632975E-2,-2.348899841E-3,9.791227490E-2
3.009681237E0,-1.865647361E-2,4.977895319E-2,-4.030799866E-2,6.671388869E-2
3.013648522E0,-1.772039384E-1,-4.930272698E-4,-4.472255707E-2,1.827610078E-1
3.017615807E0,5.134619772E-3,-9.948633611E-3,-2.535915375E-2,2.772050342E-2
3.021583093E0,1.234663650E-2,3.057532012E-2,4.607677460E-2,5.666002816E-2
3.025550378E0,-2.341420949E-2,-9.950719774E-3,5.281925201E-2,5.862691714E-2
3.029548180E0,-1.404731348E-2,-2.697192132E-3,9.645462036E-3,1.725215347E-2
3.033515466E0,-7.616159320E-2,4.239269346E-2,2.617740631E-2,9.101090780E-2
3.037482751E0,5.460633337E-2,-7.323026657E-4,1.645469666E-2,5.703634766E-2
3.041450036E0,1.275062710E-1,4.196570069E-2,-5.049705505E-3,1.343297015E-1
3.045447839E0,1.288653463E-1,1.066575199E-2,-8.573436737E-2,1.551464389E-1
3.049415124E0,1.171224564E-2,-1.408360898E-3,-1.111354828E-1,1.117598126E-1
3.053382409E0,-9.471755475E-3,-1.564843953E-2,-8.646678925E-2,8.838039066E-2
3.057349694E0,9.907077998E-3,-3.430403769E-3,-1.213169098E-2,1.603420689E-2
3.061316979E0,7.618792355E-3,-8.168518543E-4,8.293437958E-2,8.328760148E-2
3.065314782E0,5.987782404E-2,1.113907993E-2,8.461856842E-2,1.042580214E-1
3.069282067E0,2.273429185E-3,-2.930763364E-2,3.405475616E-2,4.498702354E-2
3.073249352E0,2.070917934E-2,-3.623022884E-2,-3.271961212E-2,5.302897895E-2
3.077216637E0,2.446249127E-2,-2.888282388E-2,-9.417057037E-2,1.014924988E-1
3.081214440E0,1.634177938E-2,-3.810133040E-2,-7.677459717E-2,8.725310253E-2
3.085181725E0,2.988293394E-2,-2.586235106E-2,-6.663417816E-2,7.747234760E-2
3.089149010E0,4.842015728E-2,-1.603367180E-2,-1.384639740E-2,5.285180208E-2
3.093116296E0,-7.535579801E-2,-2.526183426E-2,2.187252045E-2,8.243217645E-2
3.097114098E0,-7.958669215E-3,-2.263204753E-2,8.342838287E-2,8.680924525E-2
3.101081384E0,-2.650668472E-2,-2.719318122E-2,4.948997498E-2,6.238053432E-2
3.105048669E0,-3.070250154E-2,-3.167463094E-2,5.145454407E-2,6.777533438E-2
3.109015954E0,-3.257017210E-2,-5.752614141E-2,-8.335113525E-3,6.662992701E-2
3.112983239E0,-8.470673114E-3,-1.423880458E-4,-4.149341583E-2,4.234945259E-2
3.116981042E0,-3.728702664E-3,1.880902052E-2,-5.065059662E-2,5.415870580E-2
3.120948327E0,1.508919522E-2,5.181526393E-2,-1.223278046E-2,5.533666331E-2
3.124915612E0,-2.797194198E-2,3.229678422E-2,2.109813690E-2,4.765126640E-2
3.128882897E0,-2.556684241E-2,4.865903407E-2,2.092170715E-2,5.881396822E-2
3.132880700E0,3.862229735E-2,2.924995869E-2,-1.960849762E-2,5.226600343E-2
3.136847985E0,3.581962734E-2,3.613507748E-2,-1.469421387E-2,5.295950763E-2
3.140815270E0,9.200263768E-3,9.635396302E-3,-3.120136261E-2,3.392654925E-2
3.144782555E0,-2.457322553E-2,5.941542983E-2,-4.043102264E-2,7.595198685E-2
3.148780358E0,1.050290093E-2,2.098336816E-2,-4.484844208E-2,5.061615774E-2
3.152747643E0,7.139483839E-2,1.820035279E-3,2.437114716E-2,7.546183334E-2
3.156714928E0,-1.000734046E-3,-5.320265889E-3,-1.381397247E-2,1.483686400E-2
3.160682214E0,1.046035439E-2,-1.235952973E-2,-3.033065796E-2,3.438205639E-2
3.164680016E0,-2.301893011E-2,-4.074752331E-2,-3.956604004E-2,6.128379332E-2
3.168647301E0,-6.126349792E-3,2.340510488E-3,-6.007194519E-3,8.893623396E-3
3.172614587E0,2.275212482E-2,1.426900923E-2,1.170158386E-3,2.688183548E-2
3.176581872E0,4.909765720E-2,2.603029460E-2,-1.307773590E-2,5.708925780E-2
3.180579675E0,5.865417421E-2,4.434257746E-3,1.314926147E-2,6.027335955E-2
3.184546960E0,-3.172967583E-2,-1.454949379E-2,3.915786743E-2,5.245758934E-2
3.188514245E0,-1.941791736E-2,-3.108258545E-2,-3.714370728E-2,5.218081662E-2
3.192481530E0,-2.621379122E-2,2.624709904E-2,1.539993286E-2,4.016504687E-2
3.196479333E0,-4.481523484E-2,-3.360211849E-6,4.850101471E-2,6.603600316E-2
3.200446618E0,2.707675099E-2,-2.138245851E-2,4.809761047E-2,5.919239909E-2
3.204413903E0,-3.688518330E-2,1.370459795E-4,-2.352619171E-2,4.374948257E-2
3.208381188E0,3.007930145E-2,-4.655376077E-3,-5.894947052E-2,6.634362800E-2
3.212348473E0,-5.870845169E-3,-2.197645605E-3,-5.608367920E-2,5.643292959E-2
3.216346276E0,-4.650874808E-2,2.657458186E-3,-1.762294769E-2,4.980656601E-2
3.220313561E0,-6.217058748E-3,-1.161681861E-2,3.475666046E-2,3.717025344E-2
3.224280846E0,6.003613397E-2,3.599151969E-4,3.446578979E-2,6.922685597E-2
3.228248132E0,5.003631860E-2,-4.476401210E-2,3.310203552E-3,6.721910001E-2
3.232245934E0,3.795288503E-2,-2.309208363E-2,-6.318950653E-2,7.724363757E-2
3.236213219E0,3.571980447E-2,2.216780931E-2,-9.115409851E-2,1.003812028E-1
3.240180505E0,1.106932759E-4,3.626507521E-2,-7.615470886E-2,8.434872622E-2
3.244147790E0,1.681111380E-2,2.892079204E-2,2.419757843E-2,4.128617882E-2
3.248115075E0,-1.415222511E-2,-2.816494554E-2,4.062461853E-2,5.141895821E-2
3.252112878E0,1.462916285E-2,1.967966557E-2,2.603244781E-2,3.576296942E-2
3.256080163E0,-1.842792332E-2,5.034452677E-2,2.819252014E-2,6.057208867E-2
3.260047448E0,-1.793951914E-2,1.901678741E-2,6.592750549E-3,2.696161920E-2
3.264014733E0,-4.340654612E-2,5.442324281E-2,-4.094314575E-2,8.076112176E-2
3.268012536E0,-2.592578530E-2,3.502310812E-2,-1.210784912E-2,4.522570571E-2
3.271979821E0,5.534846336E-3,4.181844741E-2,-2.517700195E-3,4.225820491E-2
3.275947106E0,-3.761895001E-3,3.442775458E-2,4.736232758E-2,5.867377790E-2
3.279914391E0,-2.009302005E-2,5.649723113E-3,3.985691071E-2,4.499135647E-2
3.283881676E0,2.526864782E-2,-3.966085613E-3,3.239917755E-2,4.127882149E-2
3.287879479E0,-1.525234431E-2,-1.351752132E-2,-1.060199738E-2,2.297302196E-2
3.291846764E0,-2.941701561E-2,5.504123867E-3,-7.462596893E-2,8.040330482E-2
3.295814050E0,2.540041506E-2,5.501665175E-3,-4.788684845E-2,5.448485716E-2
3.299781335E0,3.743264824E-3,-5.147151649E-2,-4.036140442E-2,6.551619653E-2
3.303779137E0,2.266420424E-2,-1.301845163E-2,2.169704437E-2,3.396922094E-2
3.307746423E0,4.134498537E-2,1.428820193E-3,1.913928986E-2,4.558247205E-2
3.311713708E0,-2.567582205E-2,-4.362053424E-2,3.560829163E-2,6.188658399E-2
3.315680993E0,2.411079034E-2,-6.228674948E-2,2.818393707E-2,7.249347337E-2
3.319678796E0,1.411800086E-2,-1.432488114E-2,3.269958496E-2,3.838988180E-2
3.323646081E0,4.699938372E-2,-1.662097871E-2,2.292346954E-2,5.486970438E-2
3.327613366E0,-5.706593394E-3,-5.679541081E-2,1.324367523E-2,5.859760090E-2
3.331580651E0,-8.114323020E-3,-1.596432179E-2,-5.871772766E-3,1.884620715E-2
3.335578454E0,1.459442079E-3,-3.481974453E-2,-1.293468475E-2,3.717325181E-2
3.339545739E0,-3.191747516E-2,-3.694504499E-2,3.465652466E-2,5.987266715E-2
3.343513024E0,-2.927237749E-2,3.694213927E-3,-1.252174377E-3,2.953112326E-2
3.347480309E0,1.612394676E-2,-2.486924082E-2,1.538753510E-2,3.339516483E-2
3.351478112E0,-1.237453148E-2,8.485242724E-3,1.006126404E-3,1.503797406E-2
3.355445397E0,1.165396348E-2,3.690898418E-2,-1.377105713E-3,3.872963205E-2
3.359412682E0,3.300924227E-2,8.110277355E-3,-1.322841644E-2,3.647434270E-2
3.363379968E0,-2.183060721E-2,1.525463909E-2,2.723789215E-2,3.809438533E-2
3.367347253E0,-5.113776773E-3,1.283665746E-2,6.262969971E-2,6.413586963E-2
3.371345055E0,5.421029404E-2,3.422241658E-2,4.310131073E-2,7.725058422E-2
3.375312341E0,-1.013338566E-3,2.686876804E-2,2.850246429E-2,3.918351722E-2
3.379279626E0,4.627509788E-2,7.599987090E-3,2.588939667E-2,5.356683066E-2
3.383277428E0,-3.275108337E-2,-9.117998183E-3,-3.131294250E-2,4.621981957E-2
3.387244714E0,-1.369162276E-2,-1.620882004E-2,-3.105163574E-2,3.760838289E-2
3.391211999E0,1.001731679E-2,-8.903339505E-3,4.044628143E-2,4.260889311E-2
3.395179284E0,4.570790008E-2,1.741395146E-2,1.089582443E-1,1.194334829E-1
3.399177087E0,4.562294856E-2,7.934786379E-3,1.199131012E-1,1.285440240E-1
3.403144372E0,-7.062961161E-2,1.503907889E-2,1.070518494E-1,1.291309970E-1
3.407111657E0,-3.149956465E-3,-4.116266966E-3,6.816577911E-2,6.836255789E-2
3.411078942E0,-3.624007106E-2,-8.955501020E-3,-6.001472473E-3,3.780954140E-2
3.415046227E0,-3.130765632E-2,-3.491336107E-2,5.578422546E-2,7.287655272E-2
3.419044030E0,3.298509866E-2,7.039105892E-2,3.497161865E-1,3.582517677E-1
3.423011315E0,2.116673067E-2,6.342569739E-2,6.886968613E-1,6.919351243E-1
3.426978600E0,8.622662723E-2,-2.919361740E-2,7.969141006E-1,8.020968659E-1
3.430945885E0,2.564307302E-2,-3.861702979E-2,5.552263260E-1,5.571580703E-1
3.434943688E0,-1.582147330E-1,-6.516422331E-2,5.439853668E-2,1.795479839E-1
3.438910973E0,7.186945528E-3,-1.575767249E-2,-3.306779861E-1,3.311312232E-1
3.442878259E0,9.258799255E-4,3.144313395E-2,-3.611698151E-1,3.625371198E-1
3.446845544E0,1.173460931E-1,8.624953777E-2,-2.033233643E-3,1.456475965E-1
3.450812829E0,3.873508424E-2,6.016271561E-2,3.921060562E-1,3.985813824E-1
3.454810632E0,6.035044789E-4,-8.945237100E-2,5.099191666E-1,5.177061399E-1
3.458777917E0,-3.581466526E-2,-7.699274272E-2,3.109931946E-1,3.223776353E-1
3.462745202E0,-6.712051481E-2,-1.533367485E-2,-8.097076416E-2,1.062852282E-1
3.466712487E0,-3.307928145E-2,2.911406755E-2,-4.031829834E-1,4.055840060E-1
3.470710290E0,-7.941442728E-2,9.548313916E-3,-4.306945801E-1,4.380589491E-1
3.474677575E0,3.565058485E-2,3.852754831E-2,-1.790924072E-1,1.866264357E-1
3.478644860E0,7.227213681E-2,-1.840969920E-2,7.698249817E-2,1.071843450E-1
3.482612145E0,1.344058514E-1,-5.869416893E-2,2.060108185E-1,2.528841547E-1
3.486579430E0,-2.245088294E-2,-1.562348753E-2,8.380889893E-2,8.815932762E-2
3.490577233E0,-9.989700466E-2,3.436003625E-2,-1.028079987E-1,1.474093220E-1
3.494544518E0,-1.420940161E-1,2.932480723E-2,-2.054977417E-1,2.515551144E-1
3.498511803E0,-3.209529072E-2,-4.977337271E-2,-2.410993576E-1,2.482667850E-1
3.502479089E0,6.766708195E-2,1.723865420E-2,-2.001562119E-1,2.119870617E-1
3.506476891E0,9.576883167E-3,-2.092178166E-2,-7.556819916E-2,7.899360963E-2
3.510444176E0,9.774206579E-2,-2.545488626E-2,-2.286911011E-2,1.035589632E-1
3.514411462E0,4.052348807E-2,-3.735736012E-3,8.716011047E-2,9.619248238E-2
3.518378747E0,-1.141994074E-2,-1.556717604E-2,1.587867737E-1,1.599562175E-1
3.522376550E0,8.065252006E-2,-2.505886555E-2,7.489585876E-2,1.128812004E-1
3.526343835E0,-4.195306450E-3,-2.284189314E-2,-4.474639893E-2,5.041421322E-2
3.530311120E0,2.568075061E-2,-2.306256443E-2,-9.729194641E-2,1.032332585E-1
3.534278405E0,5.980280787E-2,1.757039875E-2,-6.847095490E-2,9.259247488E-2
3.538276208E0,6.958200037E-2,-4.672535509E-2,6.073951721E-2,1.035094321E-1
3.542243493E0,2.914766222E-2,2.067455649E-2,3.021650314E-1,3.042708164E-1
3.546210778E0,-5.357794091E-2,1.859426498E-3,3.759307861E-1,3.797341296E-1
3.550178063E0,7.992532104E-3,9.230718017E-3,4.041481018E-1,4.043325054E-1
3.554175866E0,2.746403217E-3,3.057099134E-2,2.912750244E-1,2.928878080E-1
3.558143151E0,-3.878539801E-2,-5.658991635E-3,1.115789413E-1,1.182632294E-1
3.562110436E0,-6.650967151E-2,2.522975951E-2,1.580047607E-2,7.286790935E-2
3.566108239E0,-2.317568660E-2,3.479732573E-2,7.076644897E-2,8.219401820E-2
3.570075524E0,-8.745484054E-3,-2.707237005E-2,2.380695343E-1,2.397634248E-1
3.574042809E0,7.294933498E-2,1.394259930E-2,4.051485062E-1,4.118996402E-1
3.578010094E0,-5.555333570E-2,-3.377011418E-2,4.357337952E-1,4.405570723E-1
3.581977380E0,-5.947092175E-2,-4.568915069E-2,2.845487595E-1,2.942656717E-1
3.585975182E0,-1.547006220E-1,-1.235936582E-2,1.550693512E-1,2.193890153E-1
3.589942468E0,5.487613380E-3,-3.633677959E-2,9.987545013E-2,1.064217130E-1
3.593909753E0,-3.866106272E-5,-7.593050599E-3,1.188726425E-1,1.191149069E-1
3.597877038E0,4.216595367E-2,1.397898793E-2,1.115570068E-1,1.200764154E-1
3.601874841E0,2.227450162E-2,-3.868630528E-2,1.329336166E-1,1.402288489E-1
3.605842126E0,-9.299062192E-3,-2.902373672E-2,1.088533401E-1,1.130393715E-1
3.609809411E0,6.989061832E-3,-5.032673478E-3,1.469659805E-1,1.472181178E-1
3.613776696E0,4.214569926E-3,-1.224469393E-2,1.300477982E-1,1.306909520E-1
3.617774499E0,1.348748431E-2,-2.182559669E-2,7.249164581E-2,7.689803389E-2
3.621741784E0,4.456313327E-2,1.397857070E-2,5.088329315E-2,6.906795789E-2
3.625709069E0,4.690325633E-2,-1.255024970E-2,-4.003715515E-2,6.293169324E-2
3.629676354E0,5.116876587E-2,3.966609389E-2,-4.445362091E-2,7.853512601E-2
3.633674157E0,-1.597802714E-2,3.774881363E-3,-2.746963501E-2,3.200199881E-2
3.637641442E0,-3.766449913E-2,4.897670448E-2,4.873275757E-2,7.869062039E-2
3.641608727E0,1.346394420E-4,4.869463295E-2,9.818267822E-2,1.095948161E-1
3.645576012E0,1.668334007E-2,-6.277844310E-3,1.092414856E-1,1.106862563E-1
3.649573815E0,5.019543320E-2,5.555450916E-3,4.422092438E-2,6.712625941E-2
3.653541100E0,-4.202074185E-2,5.757924169E-2,-4.635810852E-2,8.503050068E-2
3.657508385E0,2.315198630E-2,2.422891557E-3,-5.784606934E-2,6.235425094E-2
3.661475671E0,-6.939374655E-2,4.848264158E-3,-3.124618530E-2,7.625825740E-2
3.665442956E0,-1.203424484E-2,-9.263463318E-3,7.823276520E-2,7.969316377E-2
3.669440759E0,-6.458312273E-2,-2.321393043E-2,1.654310226E-1,1.791013388E-1
3.673408044E0,-3.558966890E-2,-1.103080064E-2,1.806659698E-1,1.844681429E-1
3.677375329E0,2.680671588E-2,-2.048110962E-2,2.076549530E-1,2.103774117E-1
3.681342614E0,5.886241794E-3,5.684249103E-3,1.038351059E-1,1.041570341E-1
3.685340417E0,-1.943833381E-2,5.555011332E-3,1.274490356E-2,2.389852588E-2
3.689307702E0,-3.055346757E-2,1.976502687E-2,4.351043701E-2,5.672150207E-2
3.693274987E0,8.232221007E-4,7.366836071E-4,9.538269043E-2,9.538908759E-2
3.697242272E0,-1.680295914E-3,1.046930254E-2,1.705608368E-1,1.708901072E-1
3.701240075E0,1.949360967E-2,1.530256122E-2,2.569923401E-1,2.581844923E-1
3.705207360E0,5.473146215E-2,-6.105706096E-3,2.097263336E-1,2.168362230E-1
3.709174645E0,-2.889237180E-2,1.056142151E-2,2.459745407E-1,2.478906764E-1
3.713141930E0,4.664361477E-3,8.099459112E-3,2.154321671E-1,2.156348212E-1
3.717109216E0,1.208855212E-2,3.177520633E-2,2.183904648E-1,2.210207953E-1
3.721107018E0,-3.261236474E-2,7.686711848E-3,1.619634628E-1,1.653929115E-1
3.725104821E0,-3.592491150E-3,7.582329214E-3,1.440010071E-1,1.442452348E-1
3.729041589E0,-1.097575575E-2,3.673583269E-4,1.119318008E-1,1.124692412E-1
3.733008874E0,9.734515101E-3,-1.380509883E-2,1.703405380E-1,1.711760510E-1
3.736976159E0,-7.915861905E-3,1.255331188E-2,2.354040146E-1,2.358713560E-1
3.740973962E0,2.717100456E-2,3.869327903E-2,3.236532211E-1,3.270884298E-1
3.744941247E0,4.370243475E-2,-1.983508468E-3,3.731918335E-1,3.757472311E-1
3.748908532E0,3.229728714E-2,-2.345549315E-2,2.205104828E-1,2.240940605E-1
3.752906335E0,7.006697357E-3,4.300519824E-2,8.809375763E-2,9.828047119E-2
3.756873620E0,-5.164396018E-2,2.353355289E-2,-2.896785736E-2,6.371862753E-2
3.760840905E0,-3.472007066E-2,2.803377062E-2,3.537082672E-2,5.694269914E-2
3.764808190E0,-3.755285218E-2,-2.842739224E-3,1.609048843E-1,1.652533802E-1
3.768775475E0,4.786163568E-3,-9.736128151E-3,2.616519928E-1,2.618768124E-1
3.772773278E0,-7.449872792E-3,-2.614200115E-2,2.642202377E-1,2.656148318E-1
3.776740563E0,-9.592995048E-3,-1.655955613E-2,1.860446930E-1,1.870263945E-1
3.780707848E0,-1.872005314E-2,2.140898257E-2,4.679965973E-2,5.476306305E-2
3.784675134E0,-2.093594149E-2,1.160494983E-2,-4.144382477E-2,4.785999496E-2
3.788672936E0,-3.524912149E-2,1.863697916E-2,3.250122070E-2,5.144090692E-2
3.792640221E0,-2.824168280E-2,-2.658198029E-2,7.022380829E-2,8.022205167E-2
3.796607507E0,-6.887376308E-3,-1.916321367E-2,9.337806702E-2,9.557263264E-2
3.800574792E0,7.370531559E-3,2.374505997E-2,9.022426605E-2,9.358723627E-2
