"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
1.372199548E0,6.707364693E-3,-7.757186890E-3,2.969169617E-2,3.141272848E-2
1.376166833E0,2.572777867E-2,8.840709925E-3,3.328323364E-3,2.740719766E-2
1.380134118E0,1.148446463E-2,-3.629720956E-2,2.704238892E-2,4.669765677E-2
1.384101403E0,8.048912138E-2,6.780147552E-3,2.919292450E-2,8.588769354E-2
1.388099206E0,2.085028961E-2,-5.024526268E-2,4.577636719E-4,5.440156750E-2
1.392066491E0,-3.572651371E-2,2.844391018E-2,-9.046554565E-3,4.655405415E-2
1.396033776E0,-6.563198566E-2,-1.220404357E-2,-3.983783722E-2,7.774026946E-2
1.400001061E0,-2.168830112E-2,-2.598024905E-3,8.659362793E-4,2.186051199E-2
1.403998864E0,-8.272565156E-2,1.654037088E-2,4.359054565E-2,9.495921738E-2
1.407966149E0,-2.002142183E-2,-1.438139379E-2,4.797840118E-2,5.394078976E-2
1.411933434E0,-3.159105778E-2,-3.558438271E-2,3.332424164E-2,5.809258391E-2
1.415900719E0,1.753933728E-3,7.445424795E-3,2.593421936E-2,2.703875677E-2
1.419868005E0,2.751356363E-2,3.825365007E-2,-1.227855682E-2,4.869395122E-2
1.423865807E0,2.455191314E-2,-3.578853607E-2,6.814002991E-3,4.393229325E-2
1.427833093E0,2.401949652E-2,2.370750159E-2,-2.409648895E-2,4.146833279E-2
1.431800378E0,-4.041379690E-2,1.638468355E-2,-3.577423096E-2,5.640503910E-2
1.435767663E0,-2.815375105E-2,2.575255185E-2,7.255554199E-3,3.883903567E-2
1.439734948E0,-4.917283356E-2,-1.716569066E-2,7.195472717E-3,5.257759336E-2
1.443732751E0,3.921977431E-2,1.984544098E-3,1.901340485E-2,4.363070794E-2
1.447700036E0,3.359787166E-3,9.164676070E-3,3.309345245E-2,3.450298614E-2
1.451667321E0,-5.846936256E-2,-1.465138793E-2,-1.941680908E-2,6.332726112E-2
1.455634606E0,-1.199755818E-3,2.355094254E-2,-1.212882996E-2,2.651782089E-2
1.459632409E0,-2.509441786E-2,6.768576801E-3,4.258155823E-2,4.988719816E-2
1.463599694E0,1.305677369E-2,-2.418106794E-2,2.798748016E-2,3.922374832E-2
1.467566979E0,1.541005261E-2,-3.192499280E-4,-1.499176025E-2,2.150173290E-2
1.471534264E0,-1.779406145E-2,-2.889077365E-2,-2.910518646E-2,4.470366097E-2
1.475532067E0,3.932561725E-3,2.125246823E-2,-1.224803925E-2,2.484244177E-2
1.479499352E0,-3.616303951E-2,1.403307170E-2,-2.643585205E-3,3.888034298E-2
1.483466637E0,9.497467428E-3,-3.819266707E-2,3.773498535E-2,5.452348874E-2
1.487433923E0,1.438022219E-2,4.832826555E-3,4.454803467E-2,4.706032719E-2
1.491431725E0,-4.434006289E-3,-2.136459202E-2,4.180240631E-2,4.715450537E-2
1.495399010E0,-1.110692136E-2,2.863243222E-2,1.098632812E-3,3.073087814E-2
1.499366296E0,-8.665613085E-2,-9.599953890E-3,-1.285552979E-3,8.719573829E-2
1.503333581E0,6.397605687E-2,-3.321836889E-2,1.534080505E-2,7.370031333E-2
1.507331384E0,4.495668411E-2,-9.198263288E-3,3.895568848E-2,6.019349764E-2
1.511298669E0,-2.194324508E-3,-4.327155650E-3,-4.446983337E-2,4.473371677E-2
1.515265954E0,1.768675819E-2,-2.090377361E-2,-1.560401917E-2,3.151625898E-2
1.519233239E0,4.172798246E-3,-4.113309085E-3,-2.733421326E-2,2.795515643E-2
1.523231042E0,-3.331147134E-2,-1.112055033E-2,1.087474823E-2,3.676385333E-2
1.527198327E0,1.736643910E-2,3.408125043E-2,5.826950073E-2,6.970265098E-2
1.531165612E0,-1.226296648E-3,1.956035197E-2,1.742935181E-2,2.622772344E-2
1.535132897E0,-7.967412472E-3,-1.388660818E-2,5.406379700E-3,1.689812090E-2
1.539130700E0,-6.225734949E-2,-9.101428092E-3,-2.549076080E-2,6.788661463E-2
1.543097985E0,4.918955266E-3,1.705198735E-2,-3.478050232E-2,3.904676344E-2
1.547065270E0,2.882978693E-2,7.408954203E-3,-1.074790955E-2,3.164753981E-2
1.551032555E0,1.462909207E-2,4.534460604E-2,-5.906105042E-3,4.801068328E-2
1.555030358E0,-1.596710086E-2,4.267668724E-2,1.788520813E-2,4.895026674E-2
1.558997643E0,2.489795908E-2,1.620571315E-2,-3.628730774E-3,2.992826745E-2
1.562964928E0,5.347689614E-2,-2.670069039E-2,1.064109802E-2,6.071192844E-2
1.566932214E0,-2.736184373E-2,-1.461325586E-2,-1.309394836E-3,3.104725840E-2
1.570930016E0,2.535457909E-2,-2.631098777E-2,1.769256592E-2,4.059740936E-2
1.574897301E0,-1.276551932E-2,1.664187014E-2,4.128646851E-2,4.630856084E-2
1.578864587E0,1.592044532E-2,4.974925518E-2,1.007366180E-2,5.319706413E-2
1.582831872E0,1.109651476E-2,-3.614218533E-2,-1.612758636E-2,4.110339697E-2
1.586799157E0,-5.622170866E-3,2.156257629E-3,5.373001099E-3,8.070154460E-3
1.590796960E0,-1.518449560E-2,1.633695513E-2,-4.158973694E-3,2.268836864E-2
1.594764245E0,3.853008151E-3,1.620268077E-2,-1.600265503E-2,2.309669898E-2
1.598731530E0,6.538062543E-2,1.123493910E-2,-1.586914062E-2,6.821055389E-2
1.602729333E0,-2.770909294E-2,-1.018086076E-2,-1.098537445E-2,3.149797151E-2
1.606666100E0,-8.361645043E-3,1.742854714E-3,-2.275562286E-2,2.430582281E-2
1.610663903E0,-3.886467963E-2,1.363521814E-2,3.537178040E-3,4.133877266E-2
1.614631188E0,2.603053302E-2,-1.251090318E-2,-3.602981567E-3,2.910485911E-2
1.618598473E0,3.348249570E-2,-7.611960173E-3,4.153633118E-2,5.389143033E-2
1.622565759E0,1.012771204E-2,-6.924223155E-2,7.947921753E-3,7.042887647E-2
1.626563561E0,-3.695061430E-2,9.730078280E-3,5.507469177E-3,3.860511025E-2
1.630530846E0,-1.488574222E-2,2.497509122E-3,-1.590251923E-2,2.192516798E-2
1.634498132E0,-1.450961828E-2,1.204907894E-2,3.408908844E-2,3.895863546E-2
1.638465417E0,3.318078816E-2,-1.404292881E-2,5.280971527E-2,6.392991928E-2
1.642432702E0,-3.361739218E-4,2.165433764E-2,4.049110413E-2,4.591898153E-2
1.646430505E0,1.870241016E-2,1.905830204E-2,6.151962280E-2,6.706461819E-2
1.650397790E0,-5.067050457E-3,-2.422861755E-3,1.589965820E-2,1.686251436E-2
1.654365075E0,-7.620418072E-2,-1.665478945E-2,8.640289307E-3,7.848002147E-2
1.658332360E0,-1.866295561E-2,2.619109303E-2,6.192207336E-3,3.275091904E-2
1.662330163E0,3.106267005E-2,1.163694263E-2,8.515357971E-3,3.424644837E-2
1.666297448E0,6.122052670E-2,4.474439472E-2,-1.044273376E-3,7.583603533E-2
1.670264733E0,3.189526498E-3,3.491193801E-2,-5.788803101E-3,3.553205224E-2
1.674232018E0,-1.394489780E-2,-2.472352982E-2,-2.237224579E-2,3.614181073E-2
1.678199303E0,-5.223482475E-2,-1.748704165E-2,1.818466187E-2,5.800823622E-2
1.682197106E0,1.223363355E-2,4.435595870E-2,6.155014038E-3,4.642194589E-2
1.686164391E0,-1.385846362E-2,1.297675073E-3,8.479118347E-3,1.629835643E-2
1.690131676E0,4.589691386E-2,1.786176860E-2,-1.533222198E-2,5.158145510E-2
1.694098962E0,-2.316565067E-2,5.836315453E-3,-2.706623077E-2,3.610111906E-2
1.698066247E0,-1.809363067E-2,3.194823861E-2,-3.396797180E-2,5.001892172E-2
1.702064050E0,-1.082750782E-2,5.784275383E-2,3.041267395E-2,6.624160198E-2
1.706031335E0,8.312996477E-3,-1.853048056E-2,3.015899658E-2,3.636000131E-2
1.709998620E0,5.585442856E-2,-1.661531627E-3,6.552791595E-2,8.611843964E-2
1.713965905E0,1.053372025E-2,3.633458167E-2,3.411388397E-2,5.094033929E-2
1.717963708E0,4.163616523E-2,2.203136683E-4,-3.739261627E-2,5.596272460E-2
1.721930993E0,8.354067802E-3,9.625032544E-3,-3.232765198E-2,3.474922708E-2
1.725898278E0,-3.421057761E-2,4.512491822E-2,-1.306724548E-2,5.811518536E-2
1.729865563E0,6.779327989E-3,-1.686286181E-2,3.656387329E-3,1.853873148E-2
1.733832848E0,-4.050809145E-2,-2.383477986E-3,3.449440002E-2,5.325833337E-2
1.737830651E0,-1.625884697E-2,9.584948421E-3,6.032371521E-2,6.320737265E-2
1.741797936E0,-3.748547286E-2,2.138528228E-2,4.596710205E-4,4.315903464E-2
1.745765221E0,-3.034738079E-2,-3.577677906E-2,2.830505371E-3,4.699950213E-2
1.749732507E0,-4.015778378E-2,-2.826691419E-2,1.705837250E-2,5.198705712E-2
1.753730309E0,3.302934393E-2,-1.141523570E-2,1.453781128E-2,3.784961193E-2
1.757697594E0,5.354477838E-2,-1.602791995E-2,4.290676117E-2,7.046224282E-2
1.761664880E0,-2.074635774E-2,-3.021435440E-2,2.355861664E-2,4.356979446E-2
1.765632165E0,1.978663355E-2,-6.260529160E-3,-9.881973267E-3,2.298604986E-2
1.769599450E0,-2.785727754E-2,-1.099918038E-2,-2.641391754E-2,3.993375666E-2
1.773597253E0,2.932254970E-2,1.283589751E-2,-1.433086395E-2,3.507058379E-2
1.777564538E0,-4.931114987E-2,3.413816541E-2,2.140808105E-2,6.368131416E-2
1.781531823E0,1.038162038E-2,-3.962093592E-2,1.172637939E-2,4.260404415E-2
1.785499108E0,-1.869399101E-3,1.298700273E-2,3.536891937E-2,3.772422763E-2
1.789496911E0,3.168061376E-4,-1.794619113E-2,3.744888306E-2,4.152812281E-2
1.793464196E0,4.751073942E-2,4.635931551E-2,-2.933692932E-2,7.257487111E-2
1.797431481E0,-4.101109132E-2,3.167907894E-2,-4.334735870E-2,6.756084043E-2
1.801398766E0,4.217378795E-2,1.492633671E-2,-1.449489594E-2,4.702686387E-2
1.805396569E0,-3.489788622E-3,1.963880658E-2,1.886940002E-2,2.745752367E-2
1.809363854E0,2.265994251E-2,5.038691312E-2,1.396083832E-2,5.698437518E-2
1.813331139E0,-5.104299635E-2,1.914159209E-2,-2.770423889E-3,5.458445999E-2
1.817298425E0,1.602449268E-2,4.688307643E-3,-3.862380981E-4,1.670071178E-2
1.821296227E0,-7.190227509E-2,-4.711404443E-3,-2.174949646E-2,7.526735740E-2
1.825263512E0,7.602509856E-2,-2.607764304E-2,-2.561569214E-3,8.041405794E-2
1.829230798E0,-5.027392879E-2,2.587363124E-4,-1.783370972E-4,5.027491089E-2
1.833198083E0,-4.371497780E-3,3.107034415E-2,-9.662628174E-3,3.283051419E-2
1.837195885E0,-3.003146872E-2,-9.542755783E-3,3.077602386E-2,4.404675864E-2
1.841163171E0,-1.756798849E-2,-3.791257739E-2,5.188655853E-2,6.661991219E-2
1.845130456E0,-2.187982947E-2,1.226366311E-2,6.347656250E-3,2.587309626E-2
1.849097741E0,-7.371872663E-3,-1.870518923E-2,-4.118824005E-2,4.583339098E-2
1.853065026E0,-7.390294224E-3,5.265048891E-2,-9.976387024E-3,5.409453512E-2
1.857062829E0,-9.784542024E-3,-4.514345527E-2,4.345893860E-3,4.639564214E-2
1.861030114E0,6.848631799E-2,2.774015069E-3,1.143550873E-2,6.948986812E-2
1.864997399E0,-6.769277155E-2,-6.127694994E-2,5.407047272E-2,1.061168787E-1
1.868964684E0,7.507523894E-2,-4.177452624E-2,3.462886810E-2,9.263131787E-2
1.872962487E0,-8.525136113E-2,1.280374825E-3,2.247524261E-2,8.817352474E-2
1.876929772E0,-4.431057721E-3,-5.092145503E-2,-2.046203613E-2,5.505745887E-2
1.880897057E0,2.335654572E-2,1.597774029E-2,6.518459320E-2,7.106227975E-2
1.884864343E0,-7.717324793E-2,-8.391277492E-2,-2.559089661E-2,1.168415935E-1
1.888862145E0,1.532757580E-1,-1.089721918E-4,5.059623718E-2,1.614108085E-1
1.892829430E0,-1.214468852E-1,6.964154541E-3,-3.291416168E-2,1.260205833E-1
1.896796716E0,5.272090435E-2,-5.243841559E-2,-3.264045715E-2,8.120763898E-2
1.900764001E0,-2.410393581E-2,-4.433229566E-3,-2.999496460E-2,3.873436649E-2
1.904731286E0,-7.187957317E-2,1.226148754E-2,3.481864929E-3,7.300096231E-2
1.908729089E0,5.897458643E-2,2.408108115E-2,2.956867218E-2,7.022967100E-2
1.912696374E0,-7.017913461E-2,4.283083230E-2,2.220916748E-2,8.516359698E-2
1.916663659E0,6.769309938E-2,-2.399761975E-2,2.913475037E-2,7.750532328E-2
1.920630944E0,6.184267253E-2,-2.513058484E-3,-1.146507263E-2,6.294664009E-2
1.924628747E0,-3.413578123E-2,5.689784139E-2,-8.996009827E-3,6.695927201E-2
1.928596032E0,8.428452536E-3,-2.666236460E-2,-2.791213989E-2,3.950959443E-2
1.932563317E0,1.125404984E-1,2.095930278E-3,1.505088806E-2,1.135618155E-1
1.936530602E0,-1.672814228E-2,4.485344142E-2,4.816913605E-2,6.791117447E-2
1.940528405E0,6.439178437E-2,1.119516045E-2,-2.104759216E-3,6.539161661E-2
1.944495690E0,9.704589844E-3,-2.458392084E-2,-3.769016266E-2,4.603364627E-2
1.948462975E0,-2.068779990E-2,-7.188022137E-4,1.010894775E-2,2.303676553E-2
1.952430260E0,7.261665165E-2,2.544751763E-2,-1.609134674E-2,7.861097691E-2
1.956428063E0,-4.623316228E-2,-3.174829483E-2,-1.595592499E-2,5.830995680E-2
1.960395348E0,6.156422198E-2,1.129125059E-2,1.267051697E-2,6.386069032E-2
1.964362634E0,-2.157745138E-2,-2.998344600E-3,-6.423950195E-3,2.271219088E-2
1.968329919E0,-1.611927152E-2,4.209438711E-2,1.262187958E-2,4.680897547E-2
1.972297204E0,-8.445773274E-2,-1.757442206E-2,4.576206207E-2,9.765313746E-2
1.976295007E0,4.311775789E-3,1.348388195E-2,1.926326752E-2,2.390564700E-2
1.980262292E0,8.906394243E-3,-7.992744446E-3,4.522037506E-2,4.677702580E-2
1.984229577E0,-3.415942192E-2,1.340007037E-2,4.472732544E-3,3.696529897E-2
1.988196862E0,-4.614844918E-2,-5.080745369E-2,-3.592109680E-2,7.746871567E-2
1.992194665E0,6.765332073E-2,-1.957074553E-2,-3.087139130E-2,7.689622024E-2
1.996161950E0,-2.837006561E-2,-2.776257694E-3,1.449108124E-2,3.197748685E-2
2.000129235E0,-1.162323430E-1,2.332454175E-2,-1.649856567E-2,1.196920819E-1
2.004096520E0,8.609516174E-2,-1.723916084E-2,2.628326416E-3,8.784346100E-2
2.008094323E0,5.148433894E-2,3.284852207E-2,-4.508018494E-3,6.123711937E-2
2.012061608E0,9.983956814E-3,-3.152095526E-2,2.875709534E-2,4.382032116E-2
2.016028893E0,-2.869737148E-2,6.640724838E-3,1.665306091E-2,3.383729886E-2
2.019996178E0,-2.424190938E-2,-1.715441048E-2,-4.522514343E-2,5.410413633E-2
2.023963464E0,2.536686137E-2,-4.786311090E-2,-2.117156982E-3,5.421104495E-2
2.027961266E0,2.503435500E-2,4.979573935E-2,3.589630127E-2,6.629388383E-2
2.031928551E0,-1.525172591E-2,1.372125000E-2,-2.849960327E-2,3.511574051E-2
2.035895837E0,-1.466516219E-2,4.206021130E-2,-2.158164978E-3,4.459580735E-2
2.039863122E0,-1.170811057E-2,1.321869344E-2,-2.824115753E-2,3.330730683E-2
2.043860925E0,3.391801566E-2,-3.504015505E-3,3.134155273E-2,4.631417535E-2
2.047828210E0,-2.541716583E-2,1.793441176E-2,1.921844482E-2,3.656533968E-2
2.051795495E0,-8.421624079E-3,1.213788986E-3,5.703830719E-2,5.766945052E-2
2.055762780E0,8.266540244E-3,2.740563452E-2,7.081604004E-2,7.638269449E-2
2.059760583E0,3.507064655E-3,3.395758569E-3,-5.749702454E-3,7.542529885E-3
2.063727868E0,2.259514667E-2,-1.423761249E-3,2.990436554E-2,3.750785021E-2
2.067695153E0,1.168694347E-3,1.753864437E-2,-3.206539154E-2,3.656718785E-2
2.071662438E0,4.639405385E-2,7.798075676E-4,-5.681037903E-3,4.674709107E-2
2.075629723E0,4.371825233E-2,-2.771782130E-2,8.605003357E-3,5.247484433E-2
2.079627526E0,-4.083815962E-3,-2.265008539E-2,1.565933228E-2,2.783735994E-2
2.083594811E0,-3.491456434E-2,3.740750253E-3,3.214263916E-2,4.760429884E-2
2.087562096E0,-1.083710790E-2,-1.054268330E-2,5.561637878E-2,5.763482166E-2
2.091529382E0,5.803279579E-3,-1.528746635E-2,-4.208564758E-3,1.688480674E-2
2.095527184E0,1.991388574E-2,7.736370713E-2,-4.215431213E-2,9.032547845E-2
2.099494469E0,-1.357554458E-2,-4.089437425E-3,-8.928585052E-2,9.040454642E-2
2.103461755E0,-3.997812048E-3,-1.351477206E-2,-3.630733490E-2,3.894681158E-2
2.107429040E0,5.583724007E-3,-6.546912342E-2,-5.137443542E-3,6.590733967E-2
2.111426843E0,-4.656882584E-2,2.064046264E-2,7.088088989E-2,8.728565054E-2
2.115394128E0,-6.501656771E-2,1.809476316E-2,2.279186249E-2,7.123232080E-2
2.119361413E0,-4.996881261E-2,6.025865674E-3,-3.911876678E-2,6.374536223E-2
2.123328698E0,-2.814127691E-2,-3.679573536E-2,-1.742649078E-2,4.949282966E-2
2.127326501E0,3.381863981E-2,-2.227518708E-2,-5.402565002E-3,4.085427844E-2
2.131293786E0,2.392908372E-2,-1.972717047E-2,-2.997398376E-3,3.115680823E-2
2.135261071E0,-3.321108967E-2,-1.235102117E-2,6.529808044E-3,3.603002351E-2
2.139228356E0,5.279620737E-2,-2.644371241E-2,6.583690643E-2,8.843759205E-2
2.143195641E0,2.678102627E-2,3.304161876E-2,4.392433167E-2,6.114179300E-2
2.147193444E0,-3.938378394E-2,-5.026310682E-4,3.643321991E-2,5.365365401E-2
2.151160729E0,-2.675949782E-2,1.132509857E-2,-3.984451294E-2,4.931443797E-2
2.155128014E0,-2.390886843E-2,-6.953632087E-2,-2.052116394E-2,7.634167983E-2
2.159095300E0,-2.423342317E-3,-2.379107475E-2,6.037616730E-2,6.493973671E-2
2.163093102E0,3.063593432E-2,-4.255456477E-2,4.325771332E-2,6.797559280E-2
2.167060387E0,1.817418635E-2,1.470447332E-2,1.202869415E-2,2.629091227E-2
2.171027673E0,1.540227979E-2,2.875474840E-2,-1.893997192E-2,3.771986632E-2
2.174994958E0,3.651928157E-2,9.470008314E-3,-3.302097321E-2,5.013704873E-2
2.178962243E0,7.782485336E-3,2.831524611E-2,-4.937458038E-2,5.744710113E-2
2.182960046E0,3.407389671E-2,1.857849956E-2,-2.759647369E-2,4.762096642E-2
2.186927331E0,4.846138135E-2,-4.089446366E-2,-4.397964478E-2,7.716911166E-2
2.190894616E0,2.002389915E-2,-4.890434444E-3,-2.224636078E-2,3.032776705E-2
2.194861901E0,-4.840843752E-2,7.057018578E-3,-3.068923950E-3,4.901628942E-2
2.198859704E0,-1.667346433E-2,9.334042668E-3,-3.627014160E-2,4.099575511E-2
2.202826989E0,9.917344898E-3,-5.022250116E-3,-2.884006500E-2,3.090834961E-2
2.206794274E0,-4.439919442E-2,-1.441761851E-4,-1.435947418E-2,4.666373057E-2
2.210761559E0,-3.883381560E-2,7.012270391E-3,-1.186275482E-2,4.120633595E-2
2.214759362E0,-2.850328386E-2,-2.448298037E-3,2.148151398E-2,3.577550554E-2
2.218726647E0,1.500818506E-2,7.061503828E-3,1.655292511E-2,2.343309166E-2
2.222693932E0,-8.357420564E-3,-1.669535041E-2,2.590465546E-2,3.193168298E-2
2.226661218E0,-6.508888304E-2,1.914868504E-2,4.942989349E-2,8.394372642E-2
2.230659020E0,-4.096849263E-2,-2.603302896E-2,5.614376068E-2,7.421763839E-2
2.234626305E0,-7.767032832E-3,-1.624379307E-2,4.381084442E-2,4.736641955E-2
2.238593591E0,3.479978070E-2,1.242782921E-2,2.681541443E-2,4.565678620E-2
2.242560876E0,5.567181110E-2,3.796070814E-4,-2.326679230E-2,6.033935927E-2
2.246558678E0,-2.339066193E-2,2.532675862E-4,-7.768249512E-2,8.112803004E-2
2.250525964E0,5.051784217E-3,-1.395973563E-2,-6.990909576E-2,7.146800972E-2
2.254493249E0,-2.361766994E-3,-5.182179064E-2,3.038978577E-2,6.012166836E-2
2.258460534E0,7.367910445E-2,7.958188653E-3,6.338119507E-2,9.751471216E-2
2.262458337E0,4.636827856E-3,3.171882033E-2,7.234191895E-2,7.912608276E-2
2.266425622E0,-7.779751718E-2,1.721721888E-2,-1.372146606E-2,8.085273611E-2
2.270392907E0,-7.634591311E-3,1.715835929E-2,-1.122951508E-2,2.188145989E-2
2.274390710E0,-9.442880750E-3,3.604367375E-4,-5.861663818E-2,5.937346363E-2
2.278357995E0,-1.626532152E-2,4.008263350E-4,-3.201103210E-2,3.590859956E-2
2.282325280E0,-8.807469159E-3,-6.686277688E-3,-4.362201691E-2,4.500175754E-2
2.286292565E0,-1.784571260E-2,-1.608998328E-2,6.601333618E-3,2.491855987E-2
2.290259850E0,3.503812104E-2,-1.120268553E-2,-5.788803101E-4,3.679001484E-2
2.294257653E0,1.167562604E-2,-1.344142854E-2,-2.947807312E-3,1.804665655E-2
2.298224938E0,-9.038612247E-3,2.950219065E-2,-1.478481293E-2,3.421500340E-2
2.302192223E0,-4.633415490E-2,3.157725185E-2,1.955986023E-3,5.610528163E-2
2.306159509E0,-1.957890019E-2,-6.664566696E-3,-2.417659760E-2,3.181599681E-2
2.310157311E0,-1.703630388E-2,-1.844362915E-2,5.437660217E-2,5.989338836E-2
2.314124596E0,-1.701483130E-2,-3.490274400E-2,2.780532837E-2,4.775816484E-2
2.318091882E0,1.866753772E-2,-1.324412972E-2,1.571083069E-2,2.776173873E-2
2.322059167E0,-5.075473338E-3,-6.087906659E-3,6.077766418E-3,9.988107014E-3
2.326056969E0,2.392245457E-2,2.954275161E-2,-2.246379852E-2,4.415518372E-2
2.330024255E0,-4.227507859E-3,1.262727380E-2,-6.975650787E-2,7.101612674E-2
2.333991540E0,-6.052389741E-3,3.036230803E-3,-3.242492676E-4,6.779030657E-3
2.337958825E0,3.903552890E-3,1.020789146E-2,-7.432937622E-3,1.321693365E-2
2.341956628E0,9.001705796E-3,-3.723324835E-2,3.298568726E-2,5.055097481E-2
2.345923913E0,-1.582801342E-4,1.157477498E-3,6.358051300E-2,6.359124500E-2
2.349891198E0,-6.892915815E-3,5.942396820E-3,5.117321014E-2,5.197616574E-2
2.353858483E0,3.385499865E-2,4.612670094E-2,5.640983582E-3,5.749481862E-2
2.357856286E0,-1.136457920E-2,1.004032046E-2,-1.814651489E-2,2.364862994E-2
2.361823571E0,5.307171494E-3,2.763830125E-3,-7.498073578E-2,7.521911701E-2
2.365790856E0,-1.864088699E-2,2.652537823E-2,-5.493164062E-3,3.288241490E-2
2.369758141E0,2.900126204E-2,-3.780649602E-2,-2.445316315E-2,5.355708664E-2
2.373755944E0,-1.872029155E-2,2.670649439E-2,1.849651337E-2,3.749409507E-2
2.377723229E0,-1.360223442E-2,1.706619561E-2,1.712799072E-3,2.189085413E-2
2.381690514E0,-8.527118713E-3,1.455002278E-2,2.781677246E-2,3.252979783E-2
2.385657800E0,-2.262386307E-2,4.525731504E-2,-1.039409637E-2,5.165366380E-2
2.389655602E0,1.310404763E-2,3.533720970E-2,-3.880023956E-2,5.409152469E-2
2.393622887E0,1.991832629E-2,1.856893301E-3,2.561950684E-2,3.250456745E-2
2.397590173E0,-1.132000983E-2,-5.201019347E-3,-1.257610321E-2,1.770173993E-2
2.401557458E0,2.181470394E-2,4.470467567E-3,2.313137054E-2,3.210804715E-2
2.405555260E0,-5.692377314E-2,-9.777218103E-3,3.481578827E-2,6.743922490E-2
2.409522546E0,-4.958229512E-2,1.163050532E-2,6.064224243E-2,7.919061946E-2
2.413489831E0,-2.337943017E-2,3.048434108E-2,1.978015900E-2,4.321050216E-2
2.417457116E0,5.971506983E-2,1.595181227E-2,5.360603333E-3,6.204100215E-2
2.421454919E0,4.014704749E-2,8.693613112E-3,-2.080154419E-2,4.604420237E-2
2.425422204E0,2.556253225E-2,-2.935716510E-2,-2.775478363E-2,4.780809776E-2
2.429389489E0,3.731491417E-2,-2.673478425E-2,3.345489502E-3,4.602546912E-2
2.433356774E0,-4.113660753E-2,4.400119185E-3,-6.169319153E-3,4.182872251E-2
2.437354577E0,-4.541615397E-2,-3.367182612E-2,2.000045776E-2,5.997030287E-2
2.441321862E0,-2.343725413E-3,2.601358294E-2,-3.922462463E-3,2.641183936E-2
2.445289147E0,-4.888270050E-3,6.834700704E-3,2.460193634E-2,2.599737659E-2
2.449256432E0,3.063668683E-2,-9.793557227E-3,2.439594269E-2,4.036932453E-2
2.453254235E0,5.412609875E-2,1.649048179E-2,3.606987000E-2,6.710146107E-2
2.457221520E0,2.061492950E-2,-3.829680383E-2,1.915550232E-2,4.752424403E-2
2.461188805E0,3.722662106E-2,-2.193450928E-5,-4.273986816E-2,5.667908016E-2
2.465156091E0,1.216661185E-3,1.655279845E-2,-3.288078308E-2,3.683234037E-2
2.469153893E0,-1.069562510E-2,9.289234877E-3,-8.865356445E-3,1.671169727E-2
2.473121178E0,-1.032177359E-3,1.629919559E-2,2.681446075E-2,3.139656785E-2
2.477088464E0,3.747245297E-2,6.368967146E-2,1.235389709E-2,7.492114358E-2
2.481055749E0,7.206466049E-3,3.704361618E-2,3.124523163E-2,4.899415426E-2
2.485053551E0,-1.225773245E-3,5.826458335E-3,2.497673035E-3,6.456663795E-3
2.489020837E0,-5.493687838E-2,5.863033235E-3,-1.413440704E-2,5.702821431E-2
2.492988122E0,-3.994640335E-2,-2.737146616E-2,-2.589416504E-2,5.491284079E-2
2.496955407E0,-1.603401825E-2,-1.753015816E-2,5.187988281E-3,2.431689554E-2
2.500922692E0,5.220390856E-3,-7.921218872E-3,1.702213287E-2,1.948720597E-2
2.504920495E0,5.737351254E-2,3.004361689E-2,2.399253845E-2,6.906504730E-2
2.508887780E0,6.902601570E-2,-2.484129369E-2,5.340576172E-5,7.335995889E-2
2.512855065E0,4.779276624E-2,-2.233975381E-2,-1.180648804E-2,5.406113452E-2
2.516822350E0,3.147264943E-2,2.271004319E-1,6.427192688E-2,2.381092489E-1
2.520820153E0,-1.414774060E-1,1.182819009E-1,-1.698684692E-2,1.851891397E-1
2.524787438E0,9.283937514E-2,-1.843958199E-1,-1.023197174E-1,2.304133081E-1
2.528754723E0,1.278129965E-1,-1.187390089E-2,-6.485939026E-3,1.285271139E-1
2.532722009E0,-2.555448711E-1,7.217347622E-3,-1.593494415E-2,2.561429165E-1
2.536719811E0,-2.299894020E-2,1.189212576E-1,9.104156494E-2,1.515248603E-1
2.540687096E0,-5.119714737E-1,9.189779311E-2,4.753494263E-2,5.223213235E-1
2.544654382E0,3.423124254E-1,-7.743381709E-2,9.699726105E-2,3.641184714E-1
2.548621667E0,3.968917206E-2,3.800891340E-3,-8.266448975E-3,4.071868530E-2
2.552619469E0,-1.036300808E-1,5.362966657E-2,-2.482986450E-2,1.192973468E-1
2.556586755E0,1.482842416E-1,-5.114584416E-2,1.490592957E-3,1.568640671E-1
2.560554040E0,1.676724851E-1,-4.360585660E-2,3.849983215E-3,1.732926870E-1
2.564521325E0,1.965676248E-1,-4.303372651E-2,1.747560501E-1,2.665153087E-1
2.568519128E0,1.783042848E-1,-4.038087279E-2,8.071041107E-2,1.998429466E-1
2.572486413E0,1.416740268E-1,8.320996165E-2,-7.812500000E-3,1.644884882E-1
2.576453698E0,-8.439128101E-2,3.478728235E-2,-1.288261414E-1,1.578867253E-1
2.580420983E0,1.804281920E-1,2.720693499E-2,-1.609783173E-1,2.433281086E-1
2.584418786E0,-2.292247117E-2,-1.804070920E-2,-6.229591370E-2,6.878726434E-2
